Rank,Release Group,Worldwide,Domestic,%,Foreign,%
56,Ghost Rider: Spirit of Vengeance,"$132,563,930","$51,774,002",39.1%,"$80,789,928",60.9%
57,Cloud Atlas,"$130,482,868","$27,108,272",20.8%,"$103,374,596",79.2%
58,The Woman in Black,"$128,955,898","$54,333,290",42.1%,"$74,622,608",57.9%
59,Chronicle,"$126,636,097","$64,575,175",51%,"$62,060,922",49%
60,Walking with Dinosaurs 3D,"$126,546,518","$36,076,121",28.5%,"$90,470,397",71.5%
61,The Pirates! Band of Misfits,"$123,054,041","$31,051,126",25.2%,"$92,002,915",74.8%
62,Parental Guidance,"$119,772,232","$77,267,296",64.5%,"$42,504,936",35.5%
63,Abraham Lincoln: Vampire Hunter,"$116,471,580","$37,519,139",32.2%,"$78,952,441",67.8%
64,Pitch Perfect,"$115,350,426","$65,001,093",56.4%,"$50,349,333",43.6%
65,Hope Springs,"$114,281,051","$63,536,011",55.6%,"$50,745,040",44.4%
66,ParaNorman,"$107,139,399","$56,003,051",52.3%,"$51,136,348",47.7%
67,The Campaign,"$104,907,746","$86,907,746",82.8%,"$18,000,000",17.2%
68,Star Wars: Episode I - The Phantom Menace 2012 3D Release,"$102,739,593","$43,456,382",42.3%,"$59,283,211",57.7%
69,Project X,"$102,731,865","$54,731,865",53.3%,"$48,000,000",46.7%
70,The Devil Inside,"$101,758,490","$53,261,944",52.3%,"$48,496,546",47.7%
71,The Lucky One,"$99,357,138","$60,457,138",60.8%,"$38,900,000",39.2%
72,Contraband,"$96,262,212","$66,528,000",69.1%,"$29,734,212",30.9%
73,Think Like a Man,"$96,070,507","$91,547,205",95.3%,"$4,523,302",4.7%
74,Masquerade,"$94,268,432","$922,921",1%,"$93,345,511",99%
75,This Is 40,"$88,215,156","$67,544,505",76.6%,"$20,670,651",23.4%
76,The Thieves,"$87,126,367","$685,839",0.8%,"$86,440,528",99.2%
77,The Possession,"$85,446,075","$49,130,154",57.5%,"$36,315,921",42.5%
78,What to Expect When You're Expecting,"$84,384,002","$41,152,203",48.8%,"$43,231,799",51.2%
79,Savages,"$82,966,152","$47,382,068",57.1%,"$35,584,084",42.9%
80,Sinister,"$82,515,113","$48,086,903",58.3%,"$34,428,210",41.7%
81,Act of Valor,"$82,497,035","$70,012,847",84.9%,"$12,484,188",15.1%
82,Frankenweenie,"$81,491,068","$35,291,068",43.3%,"$46,200,000",56.7%
83,The Grey,"$79,781,695","$51,580,236",64.7%,"$28,201,459",35.3%
84,Diary of a Wimpy Kid: Dog Days,"$77,229,695","$49,008,662",63.5%,"$28,221,033",36.5%
85,To Rome with Love,"$73,244,881","$16,685,867",22.8%,"$56,559,014",77.2%
86,Here Comes the Boom,"$73,100,172","$45,290,318",62%,"$27,809,854",38%
87,The Cabin in the Woods 2012 Re-release,"$69,935,600","$42,073,277",60.2%,"$27,862,323",39.8%
88,Finding Nemo 2012 3D Release,"$69,328,283","$41,128,283",59.3%,"$28,200,000",40.7%
89,Anna Karenina,"$68,929,150","$12,816,367",18.6%,"$56,112,783",81.4%
90,The Watch,"$68,267,862","$35,353,000",51.8%,"$32,914,862",48.2%
91,Moonrise Kingdom,"$68,263,166","$45,512,466",66.7%,"$22,750,700",33.3%
92,Madea's Witness Protection,"$66,899,242","$65,653,242",98.1%,"$1,246,000",1.9%
93,Beauty and the Beast 2012 3D Release,"$62,767,829","$47,617,067",75.9%,"$15,150,762",24.1%
94,Evangelion: 3.0 You Can (Not) Redo,"$60,488,344","$174,945",0.3%,"$60,313,399",99.7%
95,Quartet,"$59,520,298","$18,390,117",30.9%,"$41,130,181",69.1%
96,Rock of Ages,"$59,418,613","$38,518,613",64.8%,"$20,900,000",35.2%
97,That's My Boy,"$57,719,093","$36,931,089",64%,"$20,788,004",36%
98,The Odd Life of Timothy Green,"$56,012,642","$51,854,875",92.6%,"$4,157,767",7.4%
99,Lawless,"$55,404,159","$37,400,127",67.5%,"$18,004,032",32.5%
100,End of Watch,"$55,078,146","$41,003,371",74.4%,"$14,074,775",25.6%
101,The Three Stooges,"$54,819,301","$44,338,224",80.9%,"$10,481,077",19.1%
102,The Five-Year Engagement,"$54,169,363","$28,835,528",53.2%,"$25,333,835",46.8%
103,Red Dawn,"$50,950,296","$44,806,783",87.9%,"$6,143,513",12.1%
104,Red Tails,"$50,365,498","$49,876,377",99%,"$489,121",1%
105,"Monsters, Inc. 2012 3D Release","$50,207,820","$34,043,006",67.8%,"$16,164,814",32.2%
106,Trouble with the Curve,"$48,963,137","$35,763,137",73%,"$13,200,000",27%
107,Man on a Ledge,"$47,636,031","$18,620,000",39.1%,"$29,016,031",60.9%
108,A Werewolf Boy,"$46,282,588","$342,922",0.7%,"$45,939,666",99.3%
109,House at the End of the Street,"$44,287,131","$31,611,916",71.4%,"$12,675,215",28.6%
110,The Guilt Trip,"$41,863,726","$37,134,215",88.7%,"$4,729,511",11.3%
111,Safe,"$41,564,670","$17,142,080",41.2%,"$24,422,590",58.8%
112,Dredd,"$41,037,742","$13,414,714",32.7%,"$27,623,028",67.3%
113,Chernobyl Diaries,"$38,390,020","$18,119,640",47.2%,"$20,270,380",52.8%
114,Killing Them Softly,"$37,930,465","$15,026,056",39.6%,"$22,904,409",60.4%
115,Conquest 1453,"$35,797,045","$35,730",<0.1%,"$35,761,315",99.9%
116,Good Deeds,"$35,579,177","$35,025,791",98.4%,"$553,386",1.6%
117,Arbitrage,"$35,485,056","$7,919,574",22.3%,"$27,565,482",77.7%
118,Chimpanzee,"$34,823,764","$28,972,764",83.2%,"$5,851,000",16.8%
119,Alex Cross,"$34,618,867","$25,888,412",74.8%,"$8,730,455",25.2%
120,Salmon Fishing in the Yemen,"$34,564,651","$9,047,981",26.2%,"$25,516,670",73.8%
121,Haywire,"$34,513,760","$18,942,396",54.9%,"$15,571,364",45.1%
122,Cirque du Soleil: Worlds Away,"$34,153,101","$12,512,862",36.6%,"$21,640,239",63.4%
123,2016: Obama's America,"$33,449,086","$33,449,086",100%,-,-
124,The Perks of Being a Wallflower,"$33,384,127","$17,742,948",53.1%,"$15,641,179",46.9%
125,Lockout,"$32,948,113","$14,326,864",43.5%,"$18,621,249",56.5%
126,Katy Perry: Part of Me,"$32,726,956","$25,326,071",77.4%,"$7,400,885",22.6%
127,Movie 43,"$32,438,988","$8,840,453",27.3%,"$23,598,535",72.7%
128,Seven Psychopaths,"$32,226,382","$15,024,049",46.6%,"$17,202,333",53.4%
129,What's in a Name?,"$31,303,580","$8,111",<0.1%,"$31,295,469",100%
130,Joyful Noise,"$31,158,113","$30,932,113",99.3%,"$226,000",0.7%
131,Premium Rush,"$31,083,599","$20,275,446",65.2%,"$10,808,153",34.8%
132,Playing for Keeps,"$30,962,335","$13,103,272",42.3%,"$17,859,063",57.7%
133,The Raven,"$29,699,345","$16,008,272",53.9%,"$13,691,073",46.1%
134,Amour,"$29,652,180","$6,739,492",22.7%,"$22,912,688",77.3%
135,Rowdy Rathore,"$29,342,463","$777,373",2.6%,"$28,565,090",97.4%
136,Bol Bachchan,"$28,775,262","$1,216,258",4.2%,"$27,559,004",95.8%
137,The Master,"$28,258,060","$16,377,274",58%,"$11,880,786",42%
138,Hitchcock,"$27,039,669","$6,008,677",22.2%,"$21,030,992",77.8%
139,Rust and Bone,"$25,807,712","$2,062,027",8%,"$23,745,685",92%
140,On the Other Side of the Tracks,"$25,109,572","$9,572",<0.1%,"$25,100,000",100%
141,Big Miracle,"$24,719,215","$20,157,300",81.5%,"$4,561,915",18.5%
142,Sparkle,"$24,637,800","$24,397,469",99%,"$240,331",1%
143,The Players,"$24,629,152","$10,854",<0.1%,"$24,618,298",100%
144,Wanderlust,"$23,812,816","$17,450,535",73.3%,"$6,362,281",26.7%
145,To the Arctic 3D,"$23,695,388","$14,560,838",61.5%,"$9,134,550",38.5%
146,Kon-Tiki,"$22,842,887","$1,517,410",6.6%,"$21,325,477",93.4%
147,Upside Down,"$22,187,813","$105,095",0.5%,"$22,082,718",99.5%
148,Beasts of the Southern Wild,"$21,107,746","$12,795,746",60.6%,"$8,312,000",39.4%
149,A Thousand Words 2012 Re-release,"$20,803,842","$18,450,127",88.7%,"$2,353,715",11.3%
150,The Man with the Iron Fists,"$20,546,518","$15,634,090",76.1%,"$4,912,428",23.9%
151,The Sapphires,"$20,423,628","$2,450,867",12%,"$17,972,761",88%
152,The Company You Keep,"$20,014,680","$5,133,027",25.6%,"$14,881,653",74.4%
153,Gone,"$19,767,535","$11,682,205",59.1%,"$8,085,330",40.9%
154,Stolen,"$17,415,418","$304,318",1.7%,"$17,111,100",98.3%
155,The Hunt,"$17,170,145","$613,308",3.6%,"$16,556,837",96.4%
156,Beyond Outrage,"$17,027,515","$3,878",<0.1%,"$17,023,637",100%
157,The Cold Light of Day,"$16,863,583","$3,763,583",22.3%,"$13,100,000",77.7%
158,Hit and Run,"$16,816,647","$13,749,300",81.8%,"$3,067,347",18.2%
159,Love Is All You Need,"$16,722,143","$1,631,709",9.8%,"$15,090,434",90.2%
160,Silent House,"$16,527,747","$12,754,783",77.2%,"$3,772,964",22.8%
161,In the House,"$16,190,771","$389,757",2.4%,"$15,801,014",97.6%
162,The Words,"$15,950,164","$11,494,838",72.1%,"$4,455,326",27.9%
163,A Royal Affair,"$14,758,997","$1,546,761",10.5%,"$13,212,236",89.5%
164,Red Lights,"$14,107,313","$52,624",0.4%,"$14,054,689",99.6%
165,The Angels' Share,"$13,090,471","$346,669",2.6%,"$12,743,802",97.4%
166,Friends with Kids,"$13,019,073","$7,251,073",55.7%,"$5,768,000",44.3%
167,Populaire,"$12,698,385","$179,091",1.4%,"$12,519,294",98.6%
168,People Like Us,"$12,558,931","$12,434,778",99%,"$124,153",1%
169,The Guillotines,"$12,217,440","$5,290",<0.1%,"$12,212,150",100%
170,Bachelorette,"$12,128,575","$447,954",3.7%,"$11,680,621",96.3%
171,Stoker,"$12,077,441","$1,714,221",14.2%,"$10,363,220",85.8%
172,Seeking a Friend for the End of the World,"$11,681,781","$7,078,738",60.6%,"$4,603,043",39.4%
173,Haute Cuisine,"$11,509,942","$217,883",1.9%,"$11,292,059",98.1%
174,Fun Size,"$11,417,362","$9,409,538",82.4%,"$2,007,824",17.6%
175,The Apparition,"$11,350,665","$4,936,819",43.5%,"$6,413,846",56.5%
176,Promised Land,"$11,039,031","$7,597,898",68.8%,"$3,441,133",31.2%
177,[REC] 3: Genesis,"$10,998,667","$9,600",<0.1%,"$10,989,067",99.9%
178,Hyde Park on Hudson,"$10,980,481","$6,376,145",58.1%,"$4,604,336",41.9%
179,The Sessions,"$10,656,155","$6,002,451",56.3%,"$4,653,704",43.7%
180,For Greater Glory: The True Story of Cristiada,"$10,173,682","$5,672,846",55.8%,"$4,500,836",44.2%
181,Iron Sky,"$10,109,659","$122,082",1.2%,"$9,987,577",98.8%
182,Bernie,"$10,090,641","$9,206,470",91.2%,"$884,171",8.8%
183,Gladiators of Rome,"$10,079,201","$8,201",<0.1%,"$10,071,000",99.9%
184,The Collection,"$9,929,706","$6,842,058",68.9%,"$3,087,648",31.1%
185,In Darkness,"$9,661,759","$1,041,455",10.8%,"$8,620,304",89.2%
186,On the Road,"$9,617,377","$744,296",7.7%,"$8,873,081",92.3%
187,Bel Ami,"$9,374,932","$120,462",1.3%,"$9,254,470",98.7%
188,Le Chef,"$9,245,235","$342,667",3.7%,"$8,902,568",96.3%
189,The Raid: Redemption,"$9,148,519","$4,105,187",44.9%,"$5,043,332",55.1%
190,Ruby Sparks,"$9,128,263","$2,540,106",27.8%,"$6,588,157",72.2%
191,Searching for Sugar Man,"$9,122,406","$3,696,196",40.5%,"$5,426,210",59.5%
192,Twice Born,"$9,075,131","$18,295",0.2%,"$9,056,836",99.8%
193,Monsieur Lazhar,"$9,074,711","$2,009,517",22.1%,"$7,065,194",77.9%
194,All Together,"$8,835,903","$43,180",0.5%,"$8,792,723",99.5%
195,Piranha 3DD,"$8,493,728","$376,512",4.4%,"$8,117,216",95.6%
196,Casa de mi Padre,"$8,446,952","$5,909,483",70%,"$2,537,469",30%
197,Ernest & Celestine,"$8,111,137","$262,075",3.2%,"$7,849,062",96.8%
198,Heroine,"$8,036,853","$598,668",7.4%,"$7,438,185",92.6%
199,Chasing Mavericks,"$7,942,116","$6,002,756",75.6%,"$1,939,360",24.4%
200,The Sweeney,"$7,708,312","$26,650",0.3%,"$7,681,662",99.7%
201,No,"$7,699,095","$2,343,664",30.4%,"$5,355,431",69.6%
202,The Tall Man,"$7,462,847",-,-,"$7,462,847",100%
203,Cosmopolis,"$7,029,095","$763,556",10.9%,"$6,265,539",89.1%
204,Goon,"$6,985,158","$4,168,528",59.7%,"$2,816,630",40.3%
205,Barbara,"$6,889,185","$1,013,902",14.7%,"$5,875,283",85.3%
206,A Letter to Momo,"$6,748,888","$71,712",1.1%,"$6,677,176",98.9%
207,Jab Tak Hai Jaan,"$6,703,114","$3,047,539",45.5%,"$3,655,575",54.5%
208,Pieta,"$6,616,296","$22,080",0.3%,"$6,594,216",99.7%
209,Wadjda,"$6,499,169","$1,347,747",20.7%,"$5,151,422",79.3%
210,"Farewell, My Queen","$6,366,835","$1,597,998",25.1%,"$4,768,837",74.9%
211,A Late Quartet,"$6,303,709","$1,562,548",24.8%,"$4,741,161",75.2%
212,Great Expectations,"$6,202,879","$258,656",4.2%,"$5,944,223",95.8%
213,The Snitch Cartel,"$6,197,324",-,-,"$6,197,324",100%
214,Blue Exorcist: The Movie,"$5,994,921","$21,796",0.4%,"$5,973,125",99.6%
215,The Broken Circle Breakdown,"$5,990,754","$175,058",2.9%,"$5,815,696",97.1%
216,Puella Magi Madoka Magica the Movie Part 1: Beginnings,"$5,816,330","$180,440",3.1%,"$5,635,890",96.9%
217,The Viral Factor,"$5,687,319","$220,496",3.9%,"$5,466,823",96.1%
218,Ek Tha Tiger,"$5,543,117","$2,347,774",42.4%,"$3,195,343",57.6%
219,Won't Back Down,"$5,378,228","$5,310,554",98.7%,"$67,674",1.3%
220,Talaash,"$5,277,766","$2,871,956",54.4%,"$2,405,810",45.6%
221,October Baby 2012 Re-release,"$5,157,886","$5,157,886",100%,-,-
222,Take This Waltz,"$4,965,950","$1,239,692",25%,"$3,726,258",75%
223,Capital,"$4,822,849","$101,700",2.1%,"$4,721,149",97.9%
224,Robot & Frank,"$4,806,423","$3,325,038",69.2%,"$1,481,385",30.8%
225,Girl in Progress,"$4,709,246","$2,609,412",55.4%,"$2,099,834",44.6%
226,"Jeff, Who Lives at Home","$4,704,757","$4,269,426",90.7%,"$435,331",9.3%
227,Keith Lemon: The Film,"$4,682,943",-,-,"$4,682,943",100%
228,A Simple Life,"$4,663,094","$191,826",4.1%,"$4,471,268",95.9%
229,Killer Joe,"$4,633,668","$1,987,762",42.9%,"$2,645,906",57.1%
230,Barfi!,"$4,490,134","$2,804,874",62.5%,"$1,685,260",37.5%
231,Mental,"$4,446,852","$17,669",0.4%,"$4,429,183",99.6%
232,Samsara,"$4,426,444","$2,672,413",60.4%,"$1,754,031",39.6%
233,Safety Not Guaranteed,"$4,424,699","$4,010,957",90.6%,"$413,742",9.4%
234,Thérèse,"$4,408,087","$101,944",2.3%,"$4,306,143",97.7%
235,360,"$4,396,975","$100,343",2.3%,"$4,296,632",97.7%
236,White Elephant,"$4,387,907","$8,884",0.2%,"$4,379,023",99.8%
237,Branded,"$4,227,984","$353,513",8.4%,"$3,874,471",91.6%
238,Dabangg 2,"$4,216,988","$2,519,190",59.7%,"$1,697,798",40.3%
239,Nitro Circus: The Movie,"$4,174,269","$3,377,618",80.9%,"$796,651",19.1%
240,Apartment 143,"$4,126,744",$383,<0.1%,"$4,126,361",100%
241,2 Days in New York,"$4,058,113","$633,210",15.6%,"$3,424,903",84.4%
242,Love in the Buff,"$4,045,381","$256,451",6.3%,"$3,788,930",93.7%
243,Housefull 2,"$4,035,090","$1,791,780",44.4%,"$2,243,310",55.6%
244,Vulgaria,"$4,028,543","$59,059",1.5%,"$3,969,484",98.5%
245,Bully 2012 Re-release,"$3,950,244","$3,863,446",97.8%,"$86,798",2.2%
246,The Wall,"$3,889,260","$38,674",1%,"$3,850,586",99%
247,Marley,"$3,842,919","$1,413,480",36.8%,"$2,429,439",63.2%
248,Elles,"$3,822,241","$157,508",4.1%,"$3,664,733",95.9%
249,The Other Son,"$3,820,405","$1,285,918",33.7%,"$2,534,487",66.3%
250,The Paperboy,"$3,783,865","$693,286",18.3%,"$3,090,579",81.7%
251,Celeste & Jesse Forever,"$3,640,975","$3,094,813",85%,"$546,162",15%
252,Agneepath,"$3,582,446","$1,986,748",55.5%,"$1,595,698",44.5%
253,"All's Well, Ends Well 2012","$3,390,232","$47,919",1.4%,"$3,342,313",98.6%
254,Apartment 1303 3D,"$3,377,891",-,-,"$3,377,891",100%
255,Reality,"$3,350,996","$72,577",2.2%,"$3,278,419",97.8%
256,Atlas Shrugged II: The Strike,"$3,336,053","$3,336,053",100%,-,-
257,Raiders of the Lost Ark 2012 IMAX Release,"$3,332,854","$3,125,613",93.8%,"$207,241",6.2%
258,Last Ounce of Courage,"$3,329,674","$3,329,674",100%,-,-
259,Your Sister's Sister,"$3,242,802","$1,636,190",50.5%,"$1,606,612",49.5%
260,Fill the Void,"$3,197,615","$1,775,316",55.5%,"$1,422,299",44.5%
261,English Vinglish,"$3,064,818","$1,862,086",60.8%,"$1,202,732",39.2%
262,The Imposter,"$3,001,877","$898,317",29.9%,"$2,103,560",70.1%
263,The Flowers of War,"$2,855,644","$311,434",10.9%,"$2,544,210",89.1%
264,A Coffee in Berlin,"$2,826,333","$150,275",5.3%,"$2,676,058",94.7%
265,Cocktail,"$2,724,695","$1,227,789",45.1%,"$1,496,906",54.9%
266,Jiro Dreams of Sushi,"$2,692,864","$2,552,478",94.8%,"$140,386",5.2%
267,A Hijacking,"$2,688,444","$414,437",15.4%,"$2,274,007",84.6%
268,Maniac,"$2,631,275","$31,081",1.2%,"$2,600,194",98.8%
269,Blancanieves,"$2,585,522","$279,735",10.8%,"$2,305,787",89.2%
270,The Queen of Versailles,"$2,495,706","$2,401,999",96.2%,"$93,707",3.8%
271,Painted Skin: The Resurrection,"$2,455,359","$50,425",2.1%,"$2,404,934",97.9%
272,Coriolanus,"$2,435,325","$757,195",31.1%,"$1,678,130",68.9%
273,Lore,"$2,362,019","$970,325",41.1%,"$1,391,694",58.9%
274,The Oranges,"$2,316,971","$366,377",15.8%,"$1,950,594",84.2%
275,Ek Main Aur Ekk Tu,"$2,293,823","$1,155,545",50.4%,"$1,138,278",49.6%
276,Sleepwalk with Me,"$2,266,067","$2,266,067",100%,-,-
277,Shadow Dancer,"$2,253,819","$100,616",4.5%,"$2,153,203",95.5%
278,Heleno,"$2,126,384",-,-,"$2,126,384",100%
279,Sightseers,"$2,122,909","$61,782",2.9%,"$2,061,127",97.1%
280,Dangerous Liaisons,"$2,074,864","$54,000",2.6%,"$2,020,864",97.4%
281,W.E.,"$2,042,203","$583,455",28.6%,"$1,458,748",71.4%
282,Holy Motors,"$1,954,125","$641,100",32.8%,"$1,313,025",67.2%
283,Deadfall,"$1,946,254","$66,351",3.4%,"$1,879,903",96.6%
284,V/H/S,"$1,944,287","$100,345",5.2%,"$1,843,942",94.8%
285,Crooked Arrows,"$1,832,541","$1,832,541",100%,-,-
286,Delhi Safari,"$1,826,376",-,-,"$1,826,376",100%
287,Soldiers of Fortune,"$1,784,286","$38,898",2.2%,"$1,745,388",97.8%
288,First Position,"$1,730,824","$1,014,071",58.6%,"$716,753",41.4%
289,Diana Vreeland: The Eye Has to Travel,"$1,721,472","$1,017,579",59.1%,"$703,893",40.9%
290,Paradise: Love,"$1,709,036","$24,267",1.4%,"$1,684,769",98.6%
291,The Oscar Nominated Short Films 2012: Live Action,"$1,702,415","$1,702,415",100%,-,-
292,Detachment,"$1,681,521","$72,689",4.3%,"$1,608,832",95.7%
293,Ginger & Rosa,"$1,674,776","$1,012,973",60.5%,"$661,803",39.5%
294,Two Lives,"$1,649,260","$22,620",1.4%,"$1,626,640",98.6%
295,Son of Sardaar,"$1,618,361","$771,789",47.7%,"$846,572",52.3%
296,Singin' in the Rain 2012 Re-release,"$1,609,789","$1,608,925",99.9%,$864,<0.1%
297,More Than Honey,"$1,604,609","$79,772",5%,"$1,524,837",95%
298,Make Your Move,"$1,583,687","$125,106",7.9%,"$1,458,581",92.1%
299,The Bay,"$1,581,252","$30,668",1.9%,"$1,550,584",98.1%
300,Lay the Favorite,"$1,576,687","$20,998",1.3%,"$1,555,689",98.7%
301,Teri Meri Kahaani,"$1,574,703","$781,196",49.6%,"$793,507",50.4%
302,Cesare deve morire,"$1,567,339","$76,908",4.9%,"$1,490,431",95.1%
303,Batman Begins 2012 Re-release,"$1,559,514","$1,508,658",96.7%,"$50,856",3.3%
304,Rampart,"$1,543,613","$972,512",63%,"$571,101",37%
305,Love,"$1,533,874","$309,200",20.2%,"$1,224,674",79.8%
306,The Bullet Vanishes,"$1,528,580","$117,629",7.7%,"$1,410,951",92.3%
307,The Dark Knight 2012 Re-release,"$1,513,086","$1,513,086",100%,-,-
308,The Artist and the Model,"$1,492,780","$127,958",8.6%,"$1,364,822",91.4%
309,Universal Soldier: Day of Reckoning,"$1,402,307","$5,460",0.4%,"$1,396,847",99.6%
310,"For a Good Time, Call...","$1,386,088","$1,251,749",90.3%,"$134,339",9.7%
311,Agent Vinod,"$1,361,471","$698,210",51.3%,"$663,261",48.7%
312,Chasing Ice,"$1,358,668","$1,328,467",97.8%,"$30,201",2.2%
313,Student of the Year,"$1,337,281","$670,086",50.1%,"$667,195",49.9%
314,Erased,"$1,314,735",-,-,"$1,314,735",100%
315,Damsels in Distress,"$1,314,358","$1,008,455",76.7%,"$305,903",23.3%
316,Air Racers 3D,"$1,309,987","$1,309,987",100%,-,-
317,Something in the Air,"$1,305,473","$85,154",6.5%,"$1,220,319",93.5%
318,Tai Chi Zero,"$1,271,521","$212,094",16.7%,"$1,059,427",83.3%
319,Meerkats,"$1,259,616","$777,595",61.7%,"$482,021",38.3%
320,Midnight's Children,"$1,243,980","$190,022",15.3%,"$1,053,958",84.7%
321,Sister,"$1,218,174","$154,659",12.7%,"$1,063,515",87.3%
322,Woman Thou Art Loosed: On the 7th Day,"$1,213,128","$1,213,128",100%,-,-
323,Clandestine Childhood,"$1,212,354","$9,017",0.7%,"$1,203,337",99.3%
324,The Innkeepers,"$1,169,750","$78,396",6.7%,"$1,091,354",93.3%
325,Dark Tide,"$1,167,612",-,-,"$1,167,612",100%
326,You Ain't Seen Nothin' Yet,"$1,166,740","$18,929",1.6%,"$1,147,811",98.4%
327,Darling Companion,"$1,157,257","$793,815",68.6%,"$363,442",31.4%
328,Liberal Arts,"$1,150,681","$327,345",28.4%,"$823,336",71.6%
329,"Peace, Love & Misunderstanding","$1,105,020","$590,700",53.5%,"$514,320",46.5%
330,The Oogieloves in the Big Balloon Adventure,"$1,065,907","$1,065,907",100%,-,-
331,Hecho en México,"$1,042,673","$151,133",14.5%,"$891,540",85.5%
