Rank,Release Group,Worldwide,Domestic,%,Foreign,%
25,Garfield,"$203,172,417","$75,369,589",37.1%,"$127,802,828",62.9%
26,50 First Dates,"$198,520,934","$120,908,074",60.9%,"$77,612,860",39.1%
27,The Grudge,"$187,281,115","$110,359,362",58.9%,"$76,921,753",41.1%
28,Scooby-Doo 2: Monsters Unleashed,"$181,216,833","$84,216,833",46.5%,"$97,000,000",53.5%
29,Along Came Polly,"$178,311,729","$88,097,164",49.4%,"$90,214,565",50.6%
30,Alien vs. Predator,"$177,427,090","$80,282,231",45.2%,"$97,144,859",54.8%
31,Starsky & Hutch,"$170,268,750","$88,237,754",51.8%,"$82,030,996",48.2%
32,Shall We Dance,"$170,128,460","$57,890,460",34%,"$112,238,000",66%
33,Dodgeball: A True Underdog Story,"$168,423,227","$114,326,736",67.9%,"$54,096,491",32.1%
34,Alexander,"$167,298,192","$34,297,191",20.5%,"$133,001,001",79.5%
35,The Phantom of the Opera,"$154,648,887","$51,268,815",33.2%,"$103,380,072",66.8%
36,Kill Bill: Vol. 2,"$154,116,796","$66,208,183",43%,"$87,908,613",57%
37,Home on the Range,"$145,358,062","$50,030,461",34.4%,"$95,327,601",65.6%
38,The SpongeBob SquarePants Movie,"$140,192,993","$85,417,988",60.9%,"$54,775,005",39.1%
39,The Princess Diaries 2: Royal Engagement,"$134,734,481","$95,170,481",70.6%,"$39,564,000",29.4%
40,Blade: Trinity,"$131,977,904","$52,411,906",39.7%,"$79,565,998",60.3%
41,Man on Fire,"$130,834,852","$77,911,774",59.5%,"$52,923,078",40.5%
42,Mean Girls,"$130,125,829","$86,058,055",66.1%,"$44,067,774",33.9%
43,Resident Evil: Apocalypse,"$129,342,769","$51,201,453",39.6%,"$78,141,316",60.4%
44,Ray,"$123,971,376","$75,331,600",60.8%,"$48,639,776",39.2%
45,The Forgotten,"$117,592,831","$67,133,509",57.1%,"$50,459,322",42.9%
46,Finding Neverland,"$116,650,613","$51,680,613",44.3%,"$64,970,000",55.7%
47,The Notebook,"$116,144,526","$81,001,787",69.7%,"$35,142,739",30.3%
48,The Chronicles of Riddick,"$115,900,534","$57,761,012",49.8%,"$58,139,522",50.2%
49,Closer,"$115,505,027","$33,987,757",29.4%,"$81,517,270",70.6%
50,White Chicks,"$113,100,873","$70,831,760",62.6%,"$42,269,113",37.4%
51,Sideways,"$109,706,931","$71,503,593",65.2%,"$38,203,338",34.8%
52,Hidalgo,"$108,040,622","$67,303,450",62.3%,"$40,737,172",37.7%
53,The Stepford Wives,"$103,370,127","$59,484,742",57.5%,"$43,885,385",42.5%
54,Saw,"$103,096,345","$55,185,045",53.5%,"$47,911,300",46.5%
55,Dawn of the Dead,"$102,278,712","$59,020,957",57.7%,"$43,257,755",42.3%
56,Kung Fu Hustle,"$100,912,445","$17,108,591",17%,"$83,803,854",83%
57,Ladder 49,"$100,572,044","$74,541,707",74.1%,"$26,030,337",25.9%
58,Hellboy,"$99,318,987","$59,623,958",60%,"$39,695,029",40%
59,The Butterfly Effect,"$96,822,421","$57,938,693",59.8%,"$38,883,728",40.2%
60,Christmas with the Kranks,"$96,572,480","$73,780,539",76.4%,"$22,791,941",23.6%
61,13 Going on 30,"$96,455,697","$57,231,747",59.3%,"$39,223,950",40.7%
62,The Manchurian Candidate,"$96,105,910","$65,955,630",68.6%,"$30,150,280",31.4%
63,Secret Window,"$92,913,171","$48,022,900",51.7%,"$44,890,271",48.3%
64,House of Flying Daggers,"$92,863,945","$11,050,094",11.9%,"$81,813,851",88.1%
65,Downfall,"$92,181,574","$5,509,040",6%,"$86,672,534",94%
66,Anchorman: The Legend of Ron Burgundy,"$90,649,730","$85,288,303",94.1%,"$5,361,427",5.9%
67,Catwoman,"$82,102,379","$40,202,379",49%,"$41,900,000",51%
68,The Chorus,"$82,032,134","$2,087,128",2.5%,"$79,945,006",97.5%
69,Exorcist: The Beginning,"$78,110,021","$41,821,986",53.5%,"$36,288,035",46.5%
70,The Ladykillers,"$76,665,191","$39,799,191",51.9%,"$36,866,000",48.1%
71,Tae Guk Gi: The Brotherhood of War,"$76,194,339","$1,111,061",1.5%,"$75,083,278",98.5%
72,Eternal Sunshine of the Spotless Mind,"$74,036,715","$34,400,301",46.5%,"$39,636,414",53.5%
73,Without a Paddle,"$73,029,190","$58,169,327",79.7%,"$14,859,863",20.3%
74,Around the World in 80 Days,"$72,178,895","$24,008,137",33.3%,"$48,170,758",66.7%
75,Anacondas: The Hunt for the Blood Orchid,"$70,992,898","$32,238,923",45.4%,"$38,753,975",54.6%
76,Taxi 2004 Re-release,"$70,778,329","$36,611,066",51.7%,"$34,167,263",48.3%
77,A Cinderella Story,"$70,067,909","$51,438,175",73.4%,"$18,629,734",26.6%
78,A Very Long Engagement,"$69,424,389","$6,524,389",9.4%,"$62,900,000",90.6%
79,Barbershop 2: Back in Business,"$65,991,448","$65,111,277",98.7%,"$880,171",1.3%
80,Taking Lives,"$65,470,529","$32,682,342",49.9%,"$32,788,187",50.1%
81,Miracle,"$64,445,708","$64,378,093",99.9%,"$67,615",0.1%
82,After the Sunset,"$62,657,868","$28,331,233",45.2%,"$34,326,635",54.8%
83,Two Brothers,"$62,172,050","$19,176,754",30.8%,"$42,995,296",69.2%
84,Friday Night Lights,"$61,950,770","$61,255,921",98.9%,"$694,849",1.1%
85,In Good Company,"$61,315,215","$45,806,659",74.7%,"$15,508,556",25.3%
86,Sky Captain and the World of Tomorrow,"$57,947,036","$37,762,677",65.2%,"$20,184,359",34.8%
87,Cellular,"$57,678,321","$32,003,620",55.5%,"$25,674,701",44.5%
88,The Motorcycle Diaries,"$57,663,224","$16,781,387",29.1%,"$40,881,837",70.9%
89,Walking Tall,"$57,223,890","$46,437,717",81.2%,"$10,786,173",18.8%
90,Spanglish,"$55,470,154","$42,726,869",77%,"$12,743,285",23%
91,The Punisher,"$54,700,105","$33,810,189",61.8%,"$20,889,916",38.2%
92,Open Water,"$54,683,487","$30,610,863",56%,"$24,072,624",44%
93,Team America: World Police,"$50,826,898","$32,786,074",64.5%,"$18,040,824",35.5%
94,You Got Served,"$50,576,805","$40,363,810",79.8%,"$10,212,995",20.2%
95,Raising Helen,"$49,718,611","$37,486,512",75.4%,"$12,232,099",24.6%
96,Fat Albert,"$48,551,322","$48,116,322",99.1%,"$435,000",0.9%
97,Napoleon Dynamite,"$46,118,097","$44,540,956",96.6%,"$1,577,141",3.4%
98,The Sea Inside,"$43,685,449","$2,104,923",4.8%,"$41,580,526",95.2%
99,Wimbledon,"$41,682,237","$17,001,133",40.8%,"$24,681,104",59.2%
100,Twisted,"$40,954,603","$25,198,598",61.5%,"$15,756,005",38.5%
101,Bad Education,"$40,350,837","$5,211,842",12.9%,"$35,138,995",87.1%
102,Crimson Rivers 2: Angels of the Apocalypse,"$40,152,148","$152,148",0.4%,"$40,000,000",99.6%
103,The Prince and Me,"$37,666,766","$28,176,497",74.8%,"$9,490,269",25.2%
104,Garden State,"$35,825,316","$26,782,316",74.8%,"$9,043,000",25.2%
105,Jersey Girl,"$35,492,921","$25,268,157",71.2%,"$10,224,764",28.8%
106,Alfie,"$35,060,882","$13,399,812",38.2%,"$21,661,070",61.8%
107,Flight of the Phoenix,"$35,021,497","$21,009,180",60%,"$14,012,317",40%
108,The Life Aquatic with Steve Zissou,"$34,808,403","$24,020,403",69%,"$10,788,000",31%
109,Hotel Rwanda,"$33,882,243","$23,530,892",69.4%,"$10,351,351",30.6%
110,Confessions of a Teenage Drama Queen,"$33,251,890","$29,331,068",88.2%,"$3,920,822",11.8%
111,Johnson Family Vacation,"$31,326,183","$31,203,964",99.6%,"$122,219",0.4%
112,The Girl Next Door,"$30,381,722","$14,589,444",48%,"$15,792,278",52%
113,Godsend,"$30,120,671","$14,379,751",47.7%,"$15,740,920",52.3%
114,Shaun of the Dead,"$30,076,102","$13,542,874",45%,"$16,533,228",55%
115,Yu-Gi-Oh!: The Movie - Pyramid of Light,"$29,144,802","$19,765,868",67.8%,"$9,378,934",32.2%
116,Agent Cody Banks 2: Destination London,"$28,818,995","$23,630,159",82%,"$5,188,836",18%
117,Thunderbirds,"$28,283,637","$6,880,917",24.3%,"$21,402,720",75.7%
118,Dirty Dancing: Havana Nights,"$27,685,016","$14,161,590",51.2%,"$13,523,426",48.8%
119,Ella Enchanted,"$27,388,767","$22,918,387",83.7%,"$4,470,380",16.3%
120,The Whole Ten Yards,"$26,170,671","$16,328,471",62.4%,"$9,842,200",37.6%
121,The Alamo,"$25,819,961","$22,414,961",86.8%,"$3,405,000",13.2%
122,Seed of Chucky,"$24,829,644","$17,083,732",68.8%,"$7,745,912",31.2%
123,Bride & Prejudice,"$24,716,440","$6,605,592",26.7%,"$18,110,848",73.3%
124,Harold & Kumar Go to White Castle,"$23,936,908","$18,250,550",76.2%,"$5,686,358",23.8%
125,Birth,"$23,925,492","$5,095,038",21.3%,"$18,830,454",78.7%
126,EuroTrip,"$22,605,153","$17,771,387",78.6%,"$4,833,766",21.4%
127,NASCAR: The IMAX Experience,"$22,248,831","$21,583,831",97%,"$665,000",3%
128,Little Black Book,"$22,035,509","$20,698,668",93.9%,"$1,336,841",6.1%
129,Mr 3000,"$21,839,377","$21,811,187",99.9%,"$28,190",0.1%
130,Wicker Park,"$21,568,818","$13,001,257",60.3%,"$8,567,561",39.7%
131,Win a Date with Tad Hamilton!,"$21,513,434","$17,071,962",79.4%,"$4,441,472",20.6%
132,The Merchant of Venice,"$21,417,725","$3,765,585",17.6%,"$17,652,140",82.4%
133,New York Minute,"$21,289,826","$14,071,441",66.1%,"$7,218,385",33.9%
134,Mindhunters,"$21,148,829","$4,480,744",21.2%,"$16,668,085",78.8%
135,Super Size Me,"$20,645,757","$11,536,423",55.9%,"$9,109,334",44.1%
136,Ladies in Lavender,"$20,377,075","$6,765,081",33.2%,"$13,611,994",66.8%
137,Melinda and Melinda,"$20,129,327","$3,826,280",19%,"$16,303,047",81%
138,I Heart Huckabees,"$20,072,172","$12,785,432",63.7%,"$7,286,740",36.3%
139,2046,"$19,470,239","$1,444,588",7.4%,"$18,025,651",92.6%
140,Vanity Fair,"$19,463,185","$16,136,476",82.9%,"$3,326,709",17.1%
141,Look at Me,"$18,729,751","$1,737,308",9.3%,"$16,992,443",90.7%
142,De-Lovely,"$18,611,951","$13,456,633",72.3%,"$5,155,318",27.7%
143,My Baby's Daddy,"$18,490,423","$17,669,317",95.6%,"$821,106",4.4%
144,Kinsey,"$17,050,017","$10,254,979",60.1%,"$6,795,038",39.9%
145,Catch That Kid,"$16,951,702","$16,703,799",98.5%,"$247,903",1.5%
146,Paparazzi,"$16,796,512","$15,714,234",93.6%,"$1,082,278",6.4%
147,What the #$*! Do We (K)now!?,"$15,998,178","$10,942,306",68.4%,"$5,055,872",31.6%
148,Before Sunset,"$15,936,507","$5,820,649",36.5%,"$10,115,858",63.5%
149,Surviving Christmas,"$15,125,687","$11,663,156",77.1%,"$3,462,531",22.9%
150,Raise Your Voice,"$14,867,514","$10,411,980",70%,"$4,455,534",30%
151,Soul Plane,"$14,821,824","$14,190,750",95.7%,"$631,074",4.3%
152,Welcome to Mooseport,"$14,615,099","$14,470,947",99%,"$144,152",1%
153,Envy,"$14,494,036","$13,562,325",93.6%,"$931,711",6.4%
154,Being Julia,"$14,339,171","$7,739,049",54%,"$6,600,122",46%
155,RRRrrrr!!!,"$13,315,054","$54,361",0.4%,"$13,260,693",99.6%
156,Vera Drake,"$13,267,869","$3,775,283",28.5%,"$9,492,586",71.5%
157,Maria Full of Grace,"$12,594,630","$6,529,624",51.8%,"$6,065,006",48.2%
158,Breakin' All the Rules,"$12,544,254","$12,264,319",97.8%,"$279,935",2.2%
159,The Clearing,"$12,520,799","$5,763,875",46%,"$6,756,924",54%
160,Casshern,"$12,353,768",-,-,"$12,353,768",100%
161,Chasing Liberty,"$12,313,323","$12,195,626",99%,"$117,697",1%
162,Don't Move,"$12,071,007","$337,265",2.8%,"$11,733,742",97.2%
163,The Cookout,"$12,009,070","$11,814,019",98.4%,"$195,051",1.6%
164,Layer Cake,"$11,850,214","$2,339,957",19.7%,"$9,510,257",80.3%
165,Suspect Zero,"$11,416,075","$8,725,813",76.4%,"$2,690,262",23.6%
166,Connie and Carla,"$11,341,016","$8,085,771",71.3%,"$3,255,245",28.7%
167,Head-On,"$11,030,861","$435,395",3.9%,"$10,595,466",96.1%
168,District B13,"$10,976,892","$1,200,216",10.9%,"$9,776,676",89.1%
169,The Perfect Score,"$10,898,337","$10,391,003",95.3%,"$507,334",4.7%
170,Steamboy,"$10,870,198","$468,867",4.3%,"$10,401,331",95.7%
171,I'm Always Here,"$10,836,270","$1,747,060",16.1%,"$9,089,210",83.9%
172,Carandiru,"$10,781,635","$216,335",2%,"$10,565,300",98%
173,First Daughter,"$10,592,180","$9,055,921",85.5%,"$1,536,259",14.5%
174,Intimate Strangers,"$10,484,574","$2,110,589",20.1%,"$8,373,985",79.9%
175,Saved!,"$10,275,509","$8,940,582",87%,"$1,334,927",13%
176,Sleepover,"$10,143,022","$9,436,390",93%,"$706,632",7%
177,A Day Without a Mexican,"$10,057,021","$4,179,890",41.6%,"$5,877,131",58.4%
178,Ghost in the Shell 2: Innocence,"$9,789,651","$1,043,896",10.7%,"$8,745,755",89.3%
179,Superbabies: Baby Geniuses 2,"$9,448,644","$9,219,388",97.6%,"$229,256",2.4%
180,The Story of the Weeping Camel,"$9,328,652","$1,763,052",18.9%,"$7,565,600",81.1%
181,El Crimen Perfecto (The Perfect Crime),"$9,040,997","$418,843",4.6%,"$8,622,154",95.4%
182,Beyond the Sea,"$8,447,615","$6,318,709",74.8%,"$2,128,906",25.2%
183,The Machinist,"$8,203,235","$1,082,715",13.2%,"$7,120,520",86.8%
184,The Edukators,"$8,152,859","$175,493",2.2%,"$7,977,366",97.8%
185,Spartan,"$8,112,712","$4,434,432",54.7%,"$3,678,280",45.3%
186,The Hidden Blade,"$8,043,781","$38,147",0.5%,"$8,005,634",99.5%
187,Coffee and Cigarettes,"$7,929,307","$2,198,924",27.7%,"$5,730,383",72.3%
188,Club Dread,"$7,565,807","$5,001,708",66.1%,"$2,564,099",33.9%
189,5x2,"$7,444,906","$128,752",1.7%,"$7,316,154",98.3%
190,Dhoom,"$7,312,209","$245,756",3.4%,"$7,066,453",96.6%
191,Veer-Zaara,"$6,887,221","$2,938,532",42.7%,"$3,948,689",57.3%
192,Woman Thou Art Loosed,"$6,879,730","$6,879,730",100%,-,-
193,The Big Bounce,"$6,808,550","$6,489,476",95.3%,"$319,074",4.7%
194,R-Point,"$6,744,984",-,-,"$6,744,984",100%
195,The Door in the Floor,"$6,715,067","$3,854,624",57.4%,"$2,860,443",42.6%
196,Against the Ropes,"$6,596,511","$5,884,190",89.2%,"$712,321",10.8%
197,Ae Fond Kiss,"$6,547,641","$30,148",0.5%,"$6,517,493",99.5%
198,Teacher's Pet,"$6,491,969","$6,491,969",100%,-,-
199,Never Die Alone,"$5,923,000","$5,645,298",95.3%,"$277,702",4.7%
200,Lakshya,"$5,859,242","$753,600",12.9%,"$5,105,642",87.1%
201,Untold Scandal,"$5,762,801","$63,332",1.1%,"$5,699,469",98.9%
202,Nathalie...,"$5,254,422","$31,008",0.6%,"$5,223,414",99.4%
203,Silmido,"$4,855,181","$298,347",6.1%,"$4,556,834",93.9%
204,The Woodsman,"$4,678,405","$1,576,231",33.7%,"$3,102,174",66.3%
205,Blood and Bones,"$4,649,617",-,-,"$4,649,617",100%
206,The Keys to the House,"$4,537,451",-,-,"$4,537,451",100%
207,Walk on Water,"$4,444,265","$2,713,932",61.1%,"$1,730,333",38.9%
208,The Assassination of Richard Nixon,"$4,426,087","$708,776",16%,"$3,717,311",84%
209,Santa vs. the Snowman 3D 2004 Re-release,"$4,243,755","$1,926,034",45.4%,"$2,317,721",54.6%
210,Changing Times,"$4,178,714","$545,255",13%,"$3,633,459",87%
211,Schultze Gets the Blues,"$4,034,232","$595,071",14.8%,"$3,439,161",85.2%
212,Camping sauvage,"$3,900,099","$3,894,585",99.9%,"$5,514",0.1%
213,Benji: Off the Leash!,"$3,817,362","$3,817,362",100%,-,-
214,Donnie Darko 2004 Director's Cut,"$3,782,231","$753,147",19.9%,"$3,029,084",80.1%
215,Kings & Queen,"$3,761,583","$290,973",7.7%,"$3,470,610",92.3%
216,Born Into Brothels: Calcutta's Red Light Kids,"$3,529,201","$3,515,061",99.6%,"$14,140",0.4%
217,Head in the Clouds,"$3,510,605","$398,278",11.3%,"$3,112,327",88.7%
218,3-Iron,"$3,403,957","$241,914",7.1%,"$3,162,043",92.9%
219,We Don't Live Here Anymore,"$3,361,213","$2,041,014",60.7%,"$1,320,199",39.3%
220,The Work and the Glory,"$3,347,647","$3,347,647",100%,-,-
221,Clifford's Really Big Movie,"$3,255,426","$2,922,354",89.8%,"$333,072",10.2%
222,The Final Cut,"$3,222,439","$551,281",17.1%,"$2,671,158",82.9%
223,Riding Giants,"$3,216,111","$2,276,368",70.8%,"$939,743",29.2%
224,Machuca,"$3,187,700","$26,676",0.8%,"$3,161,024",99.2%
225,The Bridesmaid,"$3,162,662","$111,728",3.5%,"$3,050,934",96.5%
226,Genesis,"$3,139,313","$16,413",0.5%,"$3,122,900",99.5%
227,The Corporation 2004 Re-release,"$2,992,149","$1,879,983",62.8%,"$1,112,166",37.2%
228,Clean,"$2,971,219","$138,711",4.7%,"$2,832,508",95.3%
229,Bon voyage 2004 Re-release,"$2,788,330","$2,354,559",84.4%,"$433,771",15.6%
230,My Summer of Love,"$2,766,976","$1,000,915",36.2%,"$1,766,061",63.8%
231,Ma vie en cinémascope,"$2,750,263","$2,750,263",100%,-,-
232,Control Room,"$2,724,826","$2,589,616",95%,"$135,210",5%
233,Bobby Jones: Stroke of Genius,"$2,707,913","$2,694,071",99.5%,"$13,842",0.5%
234,Up and Down,"$2,705,163","$245,127",9.1%,"$2,460,036",90.9%
235,Thérèse: The Story of Saint Thérèse of Lisieux,"$2,689,828","$2,627,016",97.7%,"$62,812",2.3%
236,Highwaymen,"$2,442,378","$371,396",15.2%,"$2,070,982",84.8%
237,Red Lights,"$2,373,828","$673,828",28.4%,"$1,700,000",71.6%
238,Lost Embrace,"$2,298,732","$190,860",8.3%,"$2,107,872",91.7%
239,Noel,"$2,280,924",-,-,"$2,280,924",100%
240,Nobody Knows,"$2,265,264","$684,118",30.2%,"$1,581,146",69.8%
241,Dans une galaxie près de chez vous - Le film,"$2,259,688","$2,259,688",100%,-,-
242,Stage Beauty,"$2,153,070","$782,383",36.3%,"$1,370,687",63.7%
243,Summer Storm,"$2,085,166","$95,204",4.6%,"$1,989,962",95.4%
244,Battle of the Brave,"$2,057,293","$1,599,716",77.8%,"$457,577",22.2%
245,Mujhse Shaadi Karogi,"$1,998,096","$915,728",45.8%,"$1,082,368",54.2%
246,Metallica: Some Kind of Monster,"$1,980,444","$1,222,708",61.7%,"$757,736",38.3%
247,Swades,"$1,953,889","$1,223,240",62.6%,"$730,649",37.4%
248,A Dirty Shame,"$1,914,166","$1,339,668",70%,"$574,498",30%
249,Hum Tum,"$1,878,702","$796,641",42.4%,"$1,082,061",57.6%
250,The Five of Us,"$1,852,272","$1,852,272",100%,-,-
251,A Love Song for Bobby Long,"$1,841,260","$164,308",8.9%,"$1,676,952",91.1%
252,Elvis Gratton 3: Le retour d'Elvis Wong,"$1,838,920","$1,838,920",100%,-,-
253,Enduring Love,"$1,828,184","$358,362",19.6%,"$1,469,822",80.4%
254,Brodeuses - A Common Thread,"$1,812,833","$26,042",1.4%,"$1,786,791",98.6%
255,The Bridge of San Luis Rey,"$1,800,141","$49,981",2.8%,"$1,750,160",97.2%
256,Mondovino,"$1,788,325","$209,618",11.7%,"$1,578,707",88.3%
257,The Blue Butterfly,"$1,755,355","$1,755,355",100%,-,-
258,Going the Distance,"$1,752,950","$1,230,897",70.2%,"$522,053",29.8%
259,Appleseed,"$1,647,770","$129,135",7.8%,"$1,518,635",92.2%
260,In My Father's Den,"$1,614,675",-,-,"$1,614,675",100%
261,The Corporation,"$1,613,533","$1,613,533",100%,-,-
262,Two 2004 Re-release,"$1,585,139","$47,806",3%,"$1,537,333",97%
263,After Midnight,"$1,576,003","$50,469",3.2%,"$1,525,534",96.8%
264,9 Songs,"$1,574,623","$66,853",4.2%,"$1,507,770",95.8%
265,Eros,"$1,553,020","$188,392",12.1%,"$1,364,628",87.9%
266,A Home at the End of the World,"$1,548,955","$1,029,872",66.5%,"$519,083",33.5%
267,The Blind Swordsman: Zatoichi 2004 Re-release,"$1,532,969","$862,894",56.3%,"$670,075",43.7%
268,She Hate Me,"$1,522,377","$366,037",24%,"$1,156,340",76%
269,The Blind Swordsman: Zatoichi Canadian Release,"$1,496,523","$255,269",17.1%,"$1,241,254",82.9%
270,In My Country,"$1,491,434","$163,893",11%,"$1,327,541",89%
271,Modigliani,"$1,466,013","$205,165",14%,"$1,260,848",86%
272,Monica la mitraille,"$1,435,015","$1,435,015",100%,-,-
273,Criminal,"$1,398,053","$929,233",66.5%,"$468,820",33.5%
274,Silver City,"$1,384,395","$1,020,656",73.7%,"$363,739",26.3%
275,Le dernier tunnel,"$1,352,489","$1,352,489",100%,-,-
276,The Rider Named Death,"$1,338,136","$3,375",0.3%,"$1,334,761",99.7%
277,Saints and Soldiers,"$1,310,470","$1,310,470",100%,-,-
278,Festival Express,"$1,281,754","$1,174,079",91.6%,"$107,675",8.4%
279,The Holy Girl,"$1,261,792","$304,124",24.1%,"$957,668",75.9%
280,Seducing Doctor Lewis 2004 Re-release,"$1,239,278","$489,838",39.5%,"$749,440",60.5%
281,Rory O'Shea Was Here,"$1,226,577","$23,844",1.9%,"$1,202,733",98.1%
282,The Best Two Years,"$1,163,450","$1,163,450",100%,-,-
283,The Reckoning,"$1,152,528","$257,252",22.3%,"$895,276",77.7%
284,Les aimants,"$1,150,414","$1,150,414",100%,-,-
285,Paper Clips,"$1,121,744","$1,121,744",100%,-,-
286,Sacred Planet,"$1,108,356","$1,108,356",100%,-,-
287,Breaking News,"$1,028,420",-,-,"$1,028,420",100%
288,Ma Mère,"$1,022,148","$71,616",7%,"$950,532",93%
289,Saraband,"$975,181","$645,634",66.2%,"$329,547",33.8%
290,Khakee,"$924,170","$587,877",63.6%,"$336,293",36.4%
291,Code 46,"$886,018","$285,585",32.2%,"$600,433",67.8%
292,The Battle of Algiers 2004 Re-release,"$865,058","$822,941",95.1%,"$42,117",4.9%
293,Latter Days,"$865,028","$834,685",96.5%,"$30,343",3.5%
294,Monty Python's Life of Brian 2004 Re-release,"$846,635","$646,951",76.4%,"$199,684",23.6%
295,Gold Diggers,"$829,140","$527,000",63.6%,"$302,140",36.4%
296,The Saddest Music in the World,"$824,777","$699,225",84.8%,"$125,552",15.2%
297,Mean Creek,"$802,948","$603,951",75.2%,"$198,997",24.8%
298,My Mother Likes Women 2004 Re-release,"$801,048","$82,916",10.4%,"$718,132",89.6%
299,Twin Sisters 2004 Re-release,"$794,365","$1,563",0.2%,"$792,802",99.8%
300,Fade to Black,"$742,076","$728,921",98.2%,"$13,155",1.8%
301,Kyun! Ho Gaya Na...,"$696,718","$336,909",48.4%,"$359,809",51.6%
302,Close Your Eyes,"$691,495","$41,392",6%,"$650,103",94%
303,Masti,"$683,021","$308,566",45.2%,"$374,455",54.8%
304,Travelers and Magicians,"$668,639","$506,793",75.8%,"$161,846",24.2%
305,American Masters: The Life and Times of Allen Ginsberg 2004 Re-release,"$646,951","$646,951",100%,-,-
306,Miss Minoes 2004 Re-release,"$645,970","$256,770",39.7%,"$389,200",60.3%
307,Going Upriver: The Long War of John Kerry,"$614,138","$614,138",100%,-,-
308,Tarnation,"$592,014","$592,014",100%,-,-
309,Touch of Pink,"$581,055","$564,535",97.2%,"$16,520",2.8%
310,Around the Bend,"$579,350","$193,637",33.4%,"$385,713",66.6%
311,The Twilight Samurai 2004 Re-release,"$572,565","$559,765",97.8%,"$12,800",2.2%
312,Yuva,"$567,746","$331,166",58.3%,"$236,580",41.7%
313,Kitchen Stories 2004 Re-release,"$561,380","$351,235",62.6%,"$210,145",37.4%
314,Primer,"$545,436","$424,760",77.9%,"$120,676",22.1%
315,The Last Shot,"$538,526","$464,275",86.2%,"$74,251",13.8%
316,À Tout de Suite,"$494,030","$248,565",50.3%,"$245,465",49.7%
317,L'incomparable mademoiselle C.,"$493,905","$493,905",100%,-,-
318,I'll Sleep When I'm Dead,"$490,964","$360,759",73.5%,"$130,205",26.5%
319,Brothers,"$489,706","$389,220",79.5%,"$100,486",20.5%
320,Asa Nu Maan Watna Da: In Search of Our Roots,"$487,893","$235,075",48.2%,"$252,818",51.8%
321,Producing Adults,"$474,752",$935,0.2%,"$473,817",99.8%
322,Outfoxed: Rupert Murdoch's War on Journalism,"$461,572","$461,572",100%,-,-
323,Shade,"$458,144","$25,032",5.5%,"$433,112",94.5%
324,Aitraaz,"$440,684","$91,998",20.9%,"$348,686",79.1%
325,Short Cut to Nirvana: Kumbh Mela,"$439,651","$381,225",86.7%,"$58,426",13.3%
326,Moolaadé,"$434,553","$215,646",49.6%,"$218,907",50.4%
327,In the Realms of the Unreal,"$417,120","$417,120",100%,-,-
328,Godzilla,"$412,520","$412,520",100%,-,-
329,The Brown Bunny,"$402,599","$366,301",91%,"$36,298",9%
330,Crimson Gold,"$400,768","$148,959",37.2%,"$251,809",62.8%
331,Still We Believe: The Boston Red Sox Movie,"$396,803","$396,803",100%,-,-
332,The Yes Men,"$394,154","$255,364",64.8%,"$138,790",35.2%
333,End of the Century,"$391,950","$391,950",100%,-,-
334,The Hunting of the President,"$376,612","$376,612",100%,-,-
