Rank,Release Group,Worldwide,Domestic,%,Foreign,%
156,To Be and to Have,"$16,063,920","$777,129",4.8%,"$15,286,791",95.2%
157,Hey Arnold! The Movie,"$15,249,308","$13,728,902",90%,"$1,520,406",10%
158,Boat Trip,"$15,020,293","$8,600,126",57.3%,"$6,420,167",42.7%
159,Undisputed,"$14,946,150","$12,764,657",85.4%,"$2,181,493",14.6%
160,Possession,"$14,815,898","$10,113,733",68.3%,"$4,702,165",31.7%
161,Hollywood Ending,"$14,569,744","$4,850,753",33.3%,"$9,718,991",66.7%
162,Stealing Harvard,"$14,277,032","$14,036,406",98.3%,"$240,626",1.7%
163,Dirty Pretty Things,"$13,904,766","$8,112,414",58.3%,"$5,792,352",41.7%
164,Juwanna Mann,"$13,802,599","$13,670,733",99%,"$131,866",1%
165,Trapped,"$13,414,416","$7,073,251",52.7%,"$6,341,165",47.3%
166,Knockaround Guys,"$12,806,614","$11,715,637",91.5%,"$1,090,977",8.5%
167,Narc,"$12,633,747","$10,465,659",82.8%,"$2,168,088",17.2%
168,Sorority Boys,"$12,517,488","$10,200,032",81.5%,"$2,317,456",18.5%
169,Nine Queens,"$12,413,888","$1,222,889",9.9%,"$11,190,999",90.1%
170,Abandon,"$12,302,219","$10,727,683",87.2%,"$1,574,536",12.8%
171,The Eye,"$12,165,016","$512,049",4.2%,"$11,652,967",95.8%
172,The Rules of Attraction,"$11,819,244","$6,532,619",55.3%,"$5,286,625",44.7%
173,The Order,"$11,560,806","$7,660,806",66.3%,"$3,900,000",33.7%
174,Adrenaline Rush: The Science of Risk,"$11,011,932","$10,994,028",99.8%,"$17,904",0.2%
175,Extreme Ops,"$10,959,475","$4,842,259",44.2%,"$6,117,216",55.8%
176,Pulse: A Stomp Odyssey,"$10,086,514","$10,086,514",100%,-,-
177,Kissing Jessica Stein,"$10,013,424","$7,025,722",70.2%,"$2,987,702",29.8%
178,Moonlight Mile,"$10,011,050","$6,835,856",68.3%,"$3,175,194",31.7%
179,Returner,"$9,978,256","$73,060",0.7%,"$9,905,196",99.3%
180,Mostly Martha,"$9,852,022","$4,160,475",42.2%,"$5,691,547",57.8%
181,Mondays in the Sun,"$9,832,663","$153,256",1.6%,"$9,679,407",98.4%
182,The Man Without a Past,"$9,564,237","$921,847",9.6%,"$8,642,390",90.4%
183,Secretary,"$9,304,609","$4,059,680",43.6%,"$5,244,929",56.4%
184,Infernal Affairs,"$8,708,932","$169,659",1.9%,"$8,539,273",98.1%
185,Big Trouble,"$8,493,890","$7,267,307",85.6%,"$1,226,583",14.4%
186,Star Wars: Episode II - Attack of the Clones 2002 IMAX Release,"$8,485,488","$8,485,488",100%,-,-
187,Amen.,"$8,419,052","$274,299",3.3%,"$8,144,753",96.7%
188,Death to Smoochy,"$8,382,938","$8,364,691",99.8%,"$18,247",0.2%
189,Santa vs. the Snowman 3D,"$8,198,286","$1,934,053",23.6%,"$6,264,233",76.4%
190,Impostor,"$8,145,549","$6,285,176",77.2%,"$1,860,373",22.8%
191,Merci pour le Chocolat,"$7,972,251","$443,238",5.6%,"$7,529,013",94.4%
192,Real Women Have Curves,"$7,777,790","$5,853,194",75.3%,"$1,924,596",24.7%
193,Steal,"$7,662,206","$220,944",2.9%,"$7,441,262",97.1%
194,Man on the Train,"$7,585,989","$2,542,020",33.5%,"$5,043,969",66.5%
195,Respiro,"$7,309,845","$1,072,834",14.7%,"$6,237,011",85.3%
196,Jet Lag,"$7,121,171","$250,000",3.5%,"$6,871,171",96.5%
197,The Adventures of Pluto Nash,"$7,103,973","$4,420,080",62.2%,"$2,683,893",37.8%
198,The Truth About Charlie,"$7,093,284","$5,350,371",75.4%,"$1,742,913",24.6%
199,Igby Goes Down,"$6,919,198","$4,777,465",69%,"$2,141,733",31%
200,Painted Fire,"$6,906,235","$64,029",0.9%,"$6,842,206",99.1%
201,Last Orders,"$6,873,892","$2,329,631",33.9%,"$4,544,261",66.1%
202,Séraphin: un homme et son péché,"$6,749,187","$6,749,187",100%,-,-
203,Spider-Man/Men in Black II,"$6,632,970","$6,632,970",100%,-,-
204,Irreversible,"$6,479,328","$792,200",12.2%,"$5,687,128",87.8%
205,Eye See You,"$6,416,302","$79,161",1.2%,"$6,337,141",98.8%
206,Slackers,"$6,413,915","$5,285,941",82.4%,"$1,127,974",17.6%
207,Deuces Wild,"$6,282,446","$6,080,065",96.8%,"$202,381",3.2%
208,Russian Ark,"$6,001,714","$2,326,979",38.8%,"$3,674,735",61.2%
209,The Butterfly,"$5,983,780","$189,144",3.2%,"$5,794,636",96.8%
210,Callas Forever,"$5,906,353","$446,955",7.6%,"$5,459,398",92.4%
211,Spider,"$5,808,941","$1,642,483",28.3%,"$4,166,458",71.7%
212,Kaante,"$5,753,991","$1,041,228",18.1%,"$4,712,763",81.9%
213,People I Know,"$5,484,302","$126,793",2.3%,"$5,357,509",97.7%
214,Devdas,"$5,427,830","$2,745,382",50.6%,"$2,682,448",49.4%
215,Dolls,"$5,405,725","$4,067",<0.1%,"$5,401,658",99.9%
216,Equilibrium,"$5,359,645","$1,203,794",22.5%,"$4,155,851",77.5%
217,He Loves Me... He Loves Me Not,"$5,324,097","$1,011,102",19%,"$4,312,995",81%
218,The Dancer Upstairs,"$5,227,348","$2,377,348",45.5%,"$2,850,000",54.5%
219,Atanarjuat: The Fast Runner,"$5,188,289","$3,789,952",73%,"$1,398,337",27%
220,Ultimate X: The Movie,"$4,786,084","$4,197,492",87.7%,"$588,592",12.3%
221,A Housekeeper,"$4,719,781","$467,288",9.9%,"$4,252,493",90.1%
222,Lovely & Amazing,"$4,677,852","$4,222,923",90.3%,"$454,929",9.7%
223,Men with Brooms,"$4,245,870","$4,245,870",100%,-,-
224,Heaven,"$4,243,537","$784,399",18.5%,"$3,459,138",81.5%
225,Evelyn,"$4,186,916","$1,487,645",35.5%,"$2,699,271",64.5%
226,Welcome to Collinwood,"$4,172,703","$336,620",8.1%,"$3,836,083",91.9%
227,Metropolis,"$4,035,192","$722,932",17.9%,"$3,312,260",82.1%
228,Thirteen Conversations About One Thing,"$3,706,652","$3,288,164",88.7%,"$418,488",11.3%
229,Crush,"$3,695,710","$1,084,935",29.4%,"$2,610,775",70.6%
230,Nicholas Nickleby,"$3,651,462","$1,587,173",43.5%,"$2,064,289",56.5%
231,The Cat's Meow,"$3,646,994","$3,209,481",88%,"$437,513",12%
232,Sweet Sixteen,"$3,633,509","$316,319",8.7%,"$3,317,190",91.3%
233,Full Frontal,"$3,438,804","$2,512,846",73.1%,"$925,958",26.9%
234,Red Satin,"$3,375,341","$231,879",6.9%,"$3,143,462",93.1%
235,Sunshine State,"$3,369,654","$3,065,921",91%,"$303,733",9%
236,No News from God,"$3,340,382","$77,858",2.3%,"$3,262,524",97.7%
237,Tadpole,"$3,200,241","$2,891,288",90.3%,"$308,953",9.7%
238,Paid in Full,"$3,090,862","$3,090,862",100%,-,-
239,Harrison's Flowers,"$3,033,646","$1,871,025",61.7%,"$1,162,621",38.3%
240,The Lord of the Rings: The Fellowship of the Ring 2003 Extended Edition,"$2,928,554","$1,412,056",48.2%,"$1,516,498",51.8%
241,And Now... Ladies and Gentlemen...,"$2,860,785","$736,872",25.8%,"$2,123,913",74.2%
242,All or Nothing,"$2,845,696","$201,546",7.1%,"$2,644,150",92.9%
243,24 Hour Party People,"$2,781,211","$1,184,096",42.6%,"$1,597,115",57.4%
244,Comedian,"$2,751,988","$2,751,988",100%,-,-
245,Ararat,"$2,743,336","$1,555,959",56.7%,"$1,187,377",43.3%
246,Auto Focus,"$2,704,951","$2,063,196",76.3%,"$641,755",23.7%
247,Below,"$2,622,015","$605,562",23.1%,"$2,016,453",76.9%
248,Standing in the Shadows of Motown,"$2,344,256","$1,722,119",73.5%,"$622,137",26.5%
249,The Experiment 2002 Re-release,"$2,327,755","$144,634",6.2%,"$2,183,121",93.8%
250,Buffalo Soldiers,"$2,295,274","$354,421",15.4%,"$1,940,853",84.6%
251,Rivers and Tides: Andy Goldsworthy Working with Time,"$2,200,276","$2,200,276",100%,-,-
252,State Property,"$2,106,838","$2,106,838",100%,-,-
253,Bollywood/Hollywood,"$2,092,228","$1,454,510",69.5%,"$637,718",30.5%
254,Apollo 13 The IMAX Experience,"$2,089,051","$1,766,621",84.6%,"$322,430",15.4%
255,The Hard Word,"$2,085,562","$426,880",20.5%,"$1,658,682",79.5%
256,The Dangerous Lives of Altar Boys,"$2,036,599","$1,815,864",89.2%,"$220,735",10.8%
257,What to Do in Case of Fire,"$2,014,162","$33,545",1.7%,"$1,980,617",98.3%
258,The Man from Elysian Fields,"$2,006,391","$1,435,016",71.5%,"$571,375",28.5%
259,Roger Dodger,"$1,934,497","$1,266,828",65.5%,"$667,669",34.5%
260,Undertaking Betty,"$1,868,949",-,-,"$1,868,949",100%
261,The Navigators,"$1,807,686","$3,052",0.2%,"$1,804,634",99.8%
262,Bloody Sunday,"$1,758,689","$773,228",44%,"$985,461",56%
263,L'odyssée d'Alice Tremblay,"$1,734,925","$1,734,925",100%,-,-
264,Safe Conduct,"$1,713,421","$25,440",1.5%,"$1,687,981",98.5%
265,Open Hearts,"$1,692,272","$136,170",8%,"$1,556,102",92%
266,Divine Intervention,"$1,672,044","$421,343",25.2%,"$1,250,701",74.8%
267,The Code,"$1,598,493","$13,152",0.8%,"$1,585,341",99.2%
268,Human Nature,"$1,574,660","$705,308",44.8%,"$869,352",55.2%
269,The Sea Is Watching,"$1,523,691","$30,577",2%,"$1,493,114",98%
270,Dogtown and Z-Boys,"$1,523,090","$1,300,682",85.4%,"$222,408",14.6%
271,The Kid Stays in the Picture,"$1,521,593","$1,439,232",94.6%,"$82,361",5.4%
272,Joshua,"$1,461,635","$1,461,635",100%,-,-
273,No Good Deed,"$1,440,653","$181,600",12.6%,"$1,259,053",87.4%
274,Lost in La Mancha,"$1,407,019","$732,393",52.1%,"$674,626",47.9%
275,Time Changer,"$1,285,167","$1,285,167",100%,-,-
276,September 11,"$1,266,063","$127,035",10%,"$1,139,028",90%
277,The Singles Ward,"$1,250,798","$1,250,798",100%,-,-
278,Intimate Stories,"$1,108,009","$102,897",9.3%,"$1,005,112",90.7%
279,Tycoon: A New Russian,"$1,086,121","$123,159",11.3%,"$962,962",88.7%
280,The Salton Sea,"$1,073,198","$764,554",71.2%,"$308,644",28.8%
281,Swept Away,"$1,036,520","$598,645",57.8%,"$437,875",42.2%
282,Margaret Cho: Notorious C.H.O.,"$1,033,395","$1,033,395",100%,-,-
283,Savage Messiah,"$1,015,671","$1,015,671",100%,-,-
284,Lilya 4-Ever,"$1,007,747","$184,023",18.3%,"$823,724",81.7%
285,The Son,"$997,544","$70,262",7%,"$927,282",93%
286,Personal Velocity,"$890,502","$811,299",91.1%,"$79,203",8.9%
287,Pandora's Box,"$881,950","$881,950",100%,-,-
288,I'm Going Home,"$853,526","$140,872",16.5%,"$712,654",83.5%
289,Charly,"$814,666","$814,666",100%,-,-
290,So Close,"$810,243","$76,584",9.5%,"$733,659",90.5%
291,Morvern Callar,"$772,336","$267,907",34.7%,"$504,429",65.3%
292,Little Secrets,"$750,582","$405,792",54.1%,"$344,790",45.9%
293,Garage Days,"$716,888","$32,500",4.5%,"$684,388",95.5%
294,Shanghai Ghetto,"$712,446","$712,446",100%,-,-
295,Max,"$660,763","$539,879",81.7%,"$120,884",18.3%
296,Metropolis 2002 Re-release,"$650,422","$650,422",100%,-,-
297,Friday Night,"$609,542","$156,918",25.7%,"$452,624",74.3%
298,Kurosawa & Mifune Festival,"$561,692","$561,692",100%,-,-
299,Cet amour-là,"$545,905","$72,844",13.3%,"$473,061",86.7%
300,Dog Days,"$545,059","$13,031",2.4%,"$532,028",97.6%
301,Once Upon a Time in the Midlands,"$544,512","$172,564",31.7%,"$371,948",68.3%
302,Saathiya,"$541,367","$317,564",58.7%,"$223,803",41.3%
303,Intacto 2002 Re-release,"$535,420","$307,333",57.4%,"$228,087",42.6%
304,The Trials of Henry Kissinger,"$521,266","$516,726",99.1%,"$4,540",0.9%
305,Manna from Heaven,"$505,675","$505,675",100%,-,-
306,Amadeus Director's Cut,"$502,511","$408,749",81.3%,"$93,762",18.7%
307,The Triumph of Love,"$501,442","$447,267",89.2%,"$54,175",10.8%
308,CQ,"$499,891","$414,358",82.9%,"$85,533",17.1%
309,Rain,"$492,661","$455,164",92.4%,"$37,497",7.6%
310,The Cuckoo,"$480,578","$243,936",50.8%,"$236,642",49.2%
311,Tully,"$466,664","$466,664",100%,-,-
312,Demonlover,"$462,976","$232,044",50.1%,"$230,932",49.9%
313,The Safety of Objects,"$453,292","$319,299",70.4%,"$133,993",29.6%
314,Ten,"$452,895","$105,990",23.4%,"$346,905",76.6%
315,I Am Trying to Break Your Heart,"$445,522","$445,522",100%,-,-
316,Chaos 2002 Re-release,"$434,432","$206,789",47.6%,"$227,643",52.4%
317,Promises,"$430,862","$247,948",57.5%,"$182,914",42.5%
318,Taking Sides,"$422,832","$188,952",44.7%,"$233,880",55.3%
319,Madame Satã,"$419,046","$198,309",47.3%,"$220,737",52.7%
320,El bonaerense,"$410,474","$9,470",2.3%,"$401,004",97.7%
321,Le Cercle Rouge,"$407,878","$369,970",90.7%,"$37,908",9.3%
322,Cinema Paradiso 2002 Re-release,"$406,809","$406,809",100%,-,-
323,The Mystic Masseur,"$399,110","$399,110",100%,-,-
324,Very Annie Mary,"$396,090","$46,352",11.7%,"$349,738",88.3%
325,Jee Aayan Nu,"$393,117","$393,117",100%,-,-
326,The Embalmer,"$384,336","$56,878",14.8%,"$327,458",85.2%
327,"Scotland, Pa.","$384,098","$384,098",100%,-,-
328,The Children of the Century,"$381,624","$56,611",14.8%,"$325,013",85.2%
329,Waking Up in Reno,"$374,312","$267,109",71.4%,"$107,203",28.6%
330,Happy Times,"$361,000","$240,093",66.5%,"$120,907",33.5%
331,American Adobo,"$344,992","$344,992",100%,-,-
332,Lawrence of Arabia 2002 Re-release,"$342,481","$342,481",100%,-,-
333,Dangerous People,"$341,280","$341,280",100%,-,-
334,The Last Waltz 2002 Re-release,"$337,085","$322,313",95.6%,"$14,772",4.4%
335,Pumpkin,"$308,552","$308,552",100%,-,-
336,Never Again,"$307,631","$307,631",100%,-,-
337,Kedma,"$299,293","$10,067",3.4%,"$289,226",96.6%
338,Festival in Cannes,"$299,171","$299,171",100%,-,-
