Rank,Release Group,Worldwide,Domestic,%,Foreign,%
31,The Italian Job,"$176,070,171","$106,128,601",60.3%,"$69,941,570",39.7%
32,Cold Mountain,"$173,013,509","$95,636,509",55.3%,"$77,377,000",44.7%
33,Bringing Down the House,"$164,729,679","$132,716,677",80.6%,"$32,013,002",19.4%
34,Daddy Day Care,"$164,433,867","$104,297,061",63.4%,"$60,136,806",36.6%
35,Freaky Friday,"$160,846,332","$110,230,332",68.5%,"$50,616,000",31.5%
36,Johnny English,"$160,466,000","$28,082,366",17.5%,"$132,383,634",82.5%
37,Lara Croft Tomb Raider: The Cradle of Life,"$160,099,222","$65,660,196",41%,"$94,439,026",59%
38,Mystic River,"$156,595,191","$90,135,191",57.6%,"$66,460,000",42.4%
39,Seabiscuit,"$148,336,445","$120,277,854",81.1%,"$28,058,591",18.9%
40,Gothika,"$141,591,324","$59,694,580",42.2%,"$81,896,744",57.8%
41,Mona Lisa Smile,"$141,337,989","$63,860,942",45.2%,"$77,477,047",54.8%
42,The Jungle Book 2,"$135,703,599","$47,901,582",35.3%,"$87,802,017",64.7%
43,The Cat in the Hat,"$133,960,541","$101,149,285",75.5%,"$32,811,256",24.5%
44,School of Rock,"$131,095,614","$81,261,177",62%,"$49,834,437",38%
45,"Legally Blonde 2: Red, White & Blonde","$124,914,842","$90,186,328",72.2%,"$34,728,514",27.8%
46,Big Fish,"$123,218,424","$66,809,693",54.2%,"$56,408,731",45.8%
47,Peter Pan,"$121,975,011","$48,462,608",39.7%,"$73,512,403",60.3%
48,Intolerable Cruelty,"$120,801,243","$35,327,628",29.2%,"$85,473,615",70.8%
49,Lost in Translation,"$118,685,453","$44,585,453",37.6%,"$74,100,000",62.4%
50,Paycheck,"$117,248,958","$53,790,451",45.9%,"$63,458,507",54.1%
51,Freddy vs. Jason,"$116,632,628","$82,622,655",70.8%,"$34,009,973",29.2%
52,The Texas Chainsaw Massacre,"$107,071,655","$80,571,655",75.3%,"$26,500,000",24.7%
53,Just Married,"$101,564,935","$56,127,162",55.3%,"$45,437,773",44.7%
54,The Recruit,"$101,191,884","$52,802,140",52.2%,"$48,389,744",47.8%
55,Once Upon a Time in Mexico,"$98,096,026","$56,359,780",57.5%,"$41,736,246",42.5%
56,Phone Booth,"$97,837,138","$46,566,212",47.6%,"$51,270,926",52.4%
57,Underworld,"$95,708,457","$51,970,690",54.3%,"$43,737,767",45.7%
58,Calendar Girls,"$93,400,759","$31,041,759",33.2%,"$62,359,000",66.8%
59,Final Destination 2,"$90,941,129","$46,961,214",51.6%,"$43,979,915",48.4%
60,Identity,"$90,259,536","$52,159,536",57.8%,"$38,100,000",42.2%
61,Kangaroo Jack,"$88,929,111","$66,934,963",75.3%,"$21,994,148",24.7%
62,Shanghai Knights,"$88,323,487","$60,476,872",68.5%,"$27,846,615",31.5%
63,Old School,"$87,135,520","$75,585,093",86.7%,"$11,550,427",13.3%
64,Tears of the Sun,"$86,468,162","$43,734,876",50.6%,"$42,733,286",49.4%
65,Sinbad: Legend of the Seven Seas,"$80,773,077","$26,483,452",32.8%,"$54,289,625",67.2%
66,The Rundown,"$80,657,921","$47,726,342",59.2%,"$32,931,579",40.8%
67,Runaway Jury,"$80,154,140","$49,443,628",61.7%,"$30,710,512",38.3%
68,Good Bye Lenin!,"$79,316,957","$4,064,200",5.1%,"$75,252,757",94.9%
69,Bad Santa,"$76,488,889","$60,060,328",78.5%,"$16,428,561",21.5%
70,Dreamcatcher,"$75,715,436","$33,715,436",44.5%,"$42,000,000",55.5%
71,The Core,"$73,498,611","$31,186,896",42.4%,"$42,311,715",57.6%
72,Holes,"$71,406,573","$67,406,573",94.4%,"$4,000,000",5.6%
73,Looney Tunes: Back in Action,"$68,514,844","$20,991,364",30.6%,"$47,523,480",69.4%
74,Open Range,"$68,296,293","$58,331,254",85.4%,"$9,965,039",14.6%
75,Stuck on You,"$65,784,503","$33,832,741",51.4%,"$31,951,762",48.6%
76,Matchstick Men,"$65,565,672","$36,906,460",56.3%,"$28,659,212",43.7%
77,Taxi 3,"$65,497,208","$497,208",0.8%,"$65,000,000",99.2%
78,Jeepers Creepers 2,"$63,102,666","$35,667,218",56.5%,"$27,435,448",43.5%
79,Piglet's Big Movie,"$62,870,546","$23,103,423",36.7%,"$39,767,123",63.3%
80,Honey,"$62,228,395","$30,308,417",48.7%,"$31,919,978",51.3%
81,21 Grams,"$60,427,839","$16,290,476",27%,"$44,137,363",73%
82,Under the Tuscan Sun,"$58,878,723","$43,610,723",74.1%,"$15,268,000",25.9%
83,Agent Cody Banks,"$58,795,814","$47,938,330",81.5%,"$10,857,484",18.5%
84,Monster,"$58,469,210","$34,469,210",59%,"$24,000,000",41%
85,Cradle 2 the Grave,"$56,489,558","$34,712,347",61.4%,"$21,777,211",38.6%
86,Lizzie McGuire,"$55,534,455","$42,734,455",77%,"$12,800,000",23%
87,Out of Time,"$55,495,563","$41,088,845",74%,"$14,406,718",26%
88,Rugrats Go Wild,"$55,250,496","$39,402,572",71.3%,"$15,847,924",28.7%
89,Radio,"$53,293,628","$52,333,738",98.2%,"$959,890",1.8%
90,Hollywood Homicide,"$51,142,659","$30,940,691",60.5%,"$20,201,968",39.5%
91,What a Girl Wants,"$50,732,139","$36,105,433",71.2%,"$14,626,706",28.8%
92,National Security,"$50,097,949","$36,381,186",72.6%,"$13,716,763",27.4%
93,Secondhand Lions,"$48,249,017","$42,070,939",87.2%,"$6,178,078",12.8%
94,Darkness Falls,"$47,488,536","$32,551,396",68.5%,"$14,937,140",31.5%
95,Torque,"$46,546,197","$21,215,059",45.6%,"$25,331,138",54.4%
96,The Hunted,"$46,061,847","$34,244,097",74.3%,"$11,817,750",25.7%
97,Good Boy,"$45,312,217","$37,667,746",83.1%,"$7,644,471",16.9%
98,Uptown Girls,"$44,617,342","$37,182,494",83.3%,"$7,434,848",16.7%
99,A Man Apart,"$44,350,926","$26,736,098",60.3%,"$17,614,828",39.7%
100,Timeline,"$43,935,763","$19,481,943",44.3%,"$24,453,820",55.7%
101,Basic,"$42,792,561","$26,793,311",62.6%,"$15,999,250",37.4%
102,Whale Rider,"$41,062,976","$20,779,666",50.6%,"$20,283,310",49.4%
103,Down with Love,"$39,468,111","$20,305,251",51.4%,"$19,162,860",48.6%
104,Dumb and Dumberer: When Harry Met Lloyd,"$39,267,515","$26,276,465",66.9%,"$12,991,050",33.1%
105,The Life of David Gale,"$38,955,598","$19,955,598",51.2%,"$19,000,000",48.8%
106,Head of State,"$38,620,484","$38,125,247",98.7%,"$495,237",1.3%
107,The Missing,"$38,364,277","$27,011,180",70.4%,"$11,353,097",29.6%
108,Bulletproof Monk,"$37,713,879","$23,358,708",61.9%,"$14,355,171",38.1%
109,Malibu's Most Wanted,"$34,622,504","$34,432,201",99.5%,"$190,303",0.5%
110,The Medallion,"$34,268,701","$22,219,192",64.8%,"$12,049,509",35.2%
111,The Fighting Temptations,"$33,972,062","$30,250,745",89%,"$3,721,317",11%
112,Girl with a Pearl Earring,"$33,030,115","$11,670,971",35.3%,"$21,359,144",64.7%
113,Cabin Fever,"$30,553,394","$21,158,188",69.2%,"$9,395,206",30.8%
114,Laws of Attraction,"$30,031,874","$17,871,255",59.5%,"$12,160,619",40.5%
115,Luther,"$29,413,900","$5,791,328",19.7%,"$23,622,572",80.3%
116,Bugs!,"$29,388,999","$19,063,544",64.9%,"$10,325,455",35.1%
117,Cold Creek Manor,"$29,119,434","$21,386,011",73.4%,"$7,733,423",26.6%
118,Wrong Turn,"$28,650,575","$15,418,790",53.8%,"$13,231,785",46.2%
119,Ruby & Quentin,"$27,720,972","$312,824",1.1%,"$27,408,148",98.9%
120,The In-Laws,"$26,891,849","$20,453,431",76.1%,"$6,438,418",23.9%
121,In America,"$25,382,911","$15,539,656",61.2%,"$9,843,255",38.8%
122,Dickie Roberts: Former Child Star,"$23,769,505","$22,738,671",95.7%,"$1,030,834",4.3%
123,In the Cut,"$23,726,793","$4,750,602",20%,"$18,976,191",80%
124,Biker Boyz,"$23,510,621","$22,076,772",93.9%,"$1,433,849",6.1%
125,Confidence,"$23,014,206","$12,251,640",53.2%,"$10,762,566",46.8%
126,The Human Stain,"$22,954,068","$5,381,908",23.4%,"$17,572,160",76.6%
127,Swimming Pool,"$22,441,497","$10,130,108",45.1%,"$12,311,389",54.9%
128,Ghosts of the Abyss,"$22,141,539","$17,040,871",77%,"$5,100,668",23%
129,Love Don't Cost a Thing,"$21,964,072","$21,924,226",99.8%,"$39,846",0.2%
130,The Barbarian Invasions 2003 Re-release,"$21,815,430","$3,435,749",15.7%,"$18,379,681",84.3%
131,Ong-Bak: The Thai Warrior,"$20,235,426","$4,563,167",22.6%,"$15,672,259",77.4%
132,View from the Top,"$19,526,014","$15,614,000",80%,"$3,912,014",20%
133,Duplex,"$19,322,135","$9,692,135",50.2%,"$9,630,000",49.8%
134,Deep Blue,"$19,288,261","$132,261",0.7%,"$19,156,000",99.3%
135,A Mighty Wind,"$18,750,246","$17,781,006",94.8%,"$969,240",5.2%
136,My Boss's Daughter,"$18,191,005","$15,550,605",85.5%,"$2,640,400",14.5%
137,Deliver Us from Eva,"$17,573,594","$17,573,594",100%,-,-
138,A Guy Thing,"$17,432,163","$15,545,431",89.2%,"$1,886,732",10.8%
139,House of 1000 Corpses,"$16,829,545","$12,634,962",75.1%,"$4,194,583",24.9%
140,House of Sand and Fog,"$16,763,804","$13,040,288",77.8%,"$3,723,516",22.2%
141,Dogville,"$16,680,836","$1,535,286",9.2%,"$15,145,550",90.8%
142,Facing Windows,"$15,530,077","$543,354",3.5%,"$14,986,723",96.5%
143,Zelary,"$15,461,305","$330,033",2.1%,"$15,131,272",97.9%
144,Alex & Emma,"$15,368,897","$14,218,698",92.5%,"$1,150,199",7.5%
145,The Dreamers,"$15,121,165","$2,532,228",16.7%,"$12,588,937",83.3%
146,Oldboy,"$14,980,005","$707,481",4.7%,"$14,272,524",95.3%
147,The Triplets of Belleville,"$14,776,760","$7,007,149",47.4%,"$7,769,611",52.6%
148,Together with You,"$14,687,167","$1,151,941",7.8%,"$13,535,226",92.2%
149,How to Deal,"$14,390,329","$14,195,227",98.6%,"$195,102",1.4%
150,Touching the Void,"$13,885,802","$4,593,598",33.1%,"$9,292,204",66.9%
151,House of the Dead,"$13,818,181","$10,249,719",74.2%,"$3,568,462",25.8%
152,Anything Else,"$13,585,075","$3,212,310",23.6%,"$10,372,765",76.4%
153,The Lord of the Rings: The Two Towers 2003 Re-release,"$13,451,150","$1,996,877",14.8%,"$11,454,273",85.2%
154,Kal ho naa ho,"$13,200,241","$1,991,922",15.1%,"$11,208,319",84.9%
155,The Barbarian Invasions,"$13,065,317","$5,109,226",39.1%,"$7,956,091",60.9%
156,The Divorce,"$12,991,996","$9,081,057",69.9%,"$3,910,939",30.1%
157,Gods and Generals,"$12,923,936","$12,882,934",99.7%,"$41,002",0.3%
158,"Remember Me, My Love","$12,671,306","$227,986",1.8%,"$12,443,320",98.2%
159,Chasing Papi,"$12,661,189","$6,130,049",48.4%,"$6,531,140",51.6%
160,Winged Migration 2003 Re-release,"$12,634,963","$10,764,402",85.2%,"$1,870,561",14.8%
161,Seducing Doctor Lewis,"$12,504,038","$9,354,342",74.8%,"$3,149,696",25.2%
162,Monsieur Ibrahim,"$12,364,836","$2,823,890",22.8%,"$9,540,946",77.2%
163,Koi... Mil Gaya,"$12,168,232","$671,372",5.5%,"$11,496,860",94.5%
164,Dark Blue,"$12,150,301","$9,250,301",76.1%,"$2,900,000",23.9%
165,Beyond Borders,"$11,705,002","$4,430,101",37.8%,"$7,274,901",62.2%
166,The Cooler,"$10,464,788","$8,291,572",79.2%,"$2,173,216",20.8%
167,Thirteen,"$10,128,960","$4,601,043",45.4%,"$5,527,917",54.6%
168,Elephant,"$10,012,022","$1,266,955",12.7%,"$8,745,067",87.3%
169,My Life Without Me,"$9,726,954","$400,948",4.1%,"$9,326,006",95.9%
170,The Young Black Stallion,"$9,638,389","$6,751,389",70%,"$2,887,000",30%
171,Veronica Guerin,"$9,439,660","$1,571,504",16.6%,"$7,868,156",83.4%
172,Après Vous,"$8,852,763","$830,292",9.4%,"$8,022,471",90.6%
173,18 ans après,"$8,785,730","$25,611",0.3%,"$8,760,119",99.7%
174,The Station Agent,"$8,679,814","$5,739,376",66.1%,"$2,940,438",33.9%
175,Love Me If You Dare,"$8,561,371","$553,504",6.5%,"$8,007,867",93.5%
176,Willard,"$8,546,666","$6,886,089",80.6%,"$1,660,577",19.4%
177,It Runs in the Family,"$8,211,508","$7,491,839",91.2%,"$719,669",8.8%
178,American Splendor,"$7,986,084","$6,010,990",75.3%,"$1,975,094",24.7%
179,Fanfan,"$7,949,963","$32,686",0.4%,"$7,917,277",99.6%
180,Baghban,"$7,885,479","$1,058,803",13.4%,"$6,826,676",86.6%
181,Tupac: Resurrection,"$7,808,524","$7,718,961",98.9%,"$89,563",1.1%
182,The Flower of Evil,"$7,587,959","$182,163",2.4%,"$7,405,796",97.6%
183,Spellbound,"$7,457,710","$5,728,581",76.8%,"$1,729,129",23.2%
184,I'm Not Scared,"$7,354,418","$1,615,328",22%,"$5,739,090",78%
185,Gigli,"$7,266,209","$6,087,542",83.8%,"$1,178,667",16.2%
186,"Spring, Summer, Fall, Winter... and Spring","$6,959,791","$2,380,788",34.2%,"$4,579,003",65.8%
187,Santa vs. the Snowman 3D 2003 Re-release,"$6,952,764","$3,045,032",43.8%,"$3,907,732",56.2%
188,Father and Sons,"$6,935,839","$634,968",9.2%,"$6,300,871",90.8%
189,Mambo Italiano 2003 Re-release,"$6,590,962","$3,205,730",48.6%,"$3,385,232",51.4%
190,I Capture the Castle,"$6,586,341","$1,179,035",17.9%,"$5,407,306",82.1%
191,Ned Kelly,"$6,585,516","$86,959",1.3%,"$6,498,557",98.7%
192,Bon voyage,"$6,536,601","$148,727",2.3%,"$6,387,874",97.7%
193,The Company,"$6,401,690","$2,283,914",35.7%,"$4,117,776",64.3%
194,High Tension,"$6,291,958","$3,681,066",58.5%,"$2,610,892",41.5%
195,Main Prem Ki Diwani Hoon,"$6,290,342","$1,232,228",19.6%,"$5,058,114",80.4%
196,Warriors of Heaven and Earth,"$6,106,178","$82,936",1.4%,"$6,023,242",98.6%
197,Rosenstrasse,"$6,075,609","$734,519",12.1%,"$5,341,090",87.9%
198,Chalte Chalte,"$5,945,422","$836,225",14.1%,"$5,109,197",85.9%
199,The Hero: Love Story of a Spy,"$5,835,846","$285,394",4.9%,"$5,550,452",95.1%
200,Strange Gardens,"$5,793,539","$78,668",1.4%,"$5,714,871",98.6%
201,The Good Thief,"$5,756,945","$3,517,797",61.1%,"$2,239,148",38.9%
202,Nicotina,"$5,751,007","$1,117,864",19.4%,"$4,633,143",80.6%
203,The Real Cancun,"$5,345,083","$3,825,421",71.6%,"$1,519,662",28.4%
204,Intermission,"$5,175,215","$896,993",17.3%,"$4,278,222",82.7%
205,Grind,"$5,141,166","$5,123,696",99.7%,"$17,470",0.3%
206,L'auberge espagnole 2003 Re-release,"$5,079,086","$2,830,361",55.7%,"$2,248,725",44.3%
207,The Fog of War: Eleven Lessons from the Life of Robert S. McNamara,"$5,038,841","$4,198,566",83.3%,"$840,275",16.7%
208,Alien 2003 Director's Cut,"$4,999,112","$1,986,910",39.7%,"$3,012,202",60.3%
209,From Justin to Kelly,"$4,928,883","$4,928,883",100%,-,-
210,The Magdalene Sisters 2003 Re-release,"$4,734,466","$4,583,889",96.8%,"$150,577",3.2%
211,The Return,"$4,429,093","$504,256",11.4%,"$3,924,837",88.6%
212,Laurel Canyon,"$4,412,203","$3,663,356",83%,"$748,847",17%
213,Caterina in the Big City,"$4,285,937","$296,464",6.9%,"$3,989,473",93.1%
214,"Good Morning, Night","$4,234,655","$10,093",0.2%,"$4,224,562",99.8%
215,Japanese Story,"$4,095,954","$647,054",15.8%,"$3,448,900",84.2%
216,Capturing the Friedmans,"$4,076,990","$3,119,113",76.5%,"$957,877",23.5%
217,The Visual Bible: The Gospel of John,"$4,069,090","$4,069,090",100%,-,-
218,Step Into Liquid,"$4,041,588","$3,681,803",91.1%,"$359,785",8.9%
219,Osama,"$3,888,902","$1,270,904",32.7%,"$2,617,998",67.3%
220,Better Luck Tomorrow,"$3,809,226","$3,802,390",99.8%,"$6,836",0.2%
221,The Secret Lives of Dentists,"$3,764,286","$3,707,346",98.5%,"$56,940",1.5%
222,Ju-on: The Grudge,"$3,657,876","$325,680",8.9%,"$3,332,196",91.1%
223,"Lucía, Lucía","$3,653,588","$269,586",7.4%,"$3,384,002",92.6%
224,Bhoot,"$3,640,472","$106,774",2.9%,"$3,533,698",97.1%
225,Pieces of April,"$3,272,028","$2,528,664",77.3%,"$743,364",22.7%
226,Strayed,"$3,184,020","$482,757",15.2%,"$2,701,263",84.8%
227,Munna Bhai M.B.B.S.,"$3,137,716","$48,772",1.6%,"$3,088,944",98.4%
228,Incantato,"$3,082,196","$108,954",3.5%,"$2,973,242",96.5%
229,Mambo Italiano,"$3,047,296","$3,047,296",100%,-,-
230,The Mother,"$3,039,587","$1,063,163",35%,"$1,976,424",65%
231,Cowboy Bebop: The Movie,"$3,007,903","$1,000,045",33.2%,"$2,007,858",66.8%
232,Pinocchio Italian Version,"$2,995,810","$8,586",0.3%,"$2,987,224",99.7%
233,Shattered Glass,"$2,944,752","$2,220,008",75.4%,"$724,744",24.6%
234,My Architect,"$2,920,081","$2,750,707",94.2%,"$169,374",5.8%
235,Sylvia,"$2,917,393","$1,315,498",45.1%,"$1,601,895",54.9%
236,Bright Young Things,"$2,905,499","$933,637",32.1%,"$1,971,862",67.9%
237,Raising Victor Vargas,"$2,816,116","$2,078,661",73.8%,"$737,455",26.2%
238,The Best of Youth,"$2,693,053","$274,024",10.2%,"$2,419,029",89.8%
239,In Your Name,"$2,663,172",-,-,"$2,663,172",100%
240,Camp,"$2,650,356","$1,629,862",61.5%,"$1,020,494",38.5%
241,Russian Ark Canadian Release,"$2,610,711","$684,034",26.2%,"$1,926,677",73.8%
242,It's Easier for a Camel...,"$2,590,219","$16,150",0.6%,"$2,574,069",99.4%
243,Young Adam,"$2,561,820","$767,373",30%,"$1,794,447",70%
244,Wonderland,"$2,466,444","$1,060,512",43%,"$1,405,932",57%
245,Crime Spree,"$2,451,607",-,-,"$2,451,607",100%
246,The Matrix Reloaded 2003 IMAX Release,"$2,423,288",-,-,"$2,423,288",100%
247,Journey,"$2,377,609","$2,377,609",100%,-,-
248,DysFunktional Family,"$2,255,000","$2,255,000",100%,-,-
249,Kuch Naa Kaho,"$2,185,360","$224,831",10.3%,"$1,960,529",89.7%
250,Armaan,"$2,174,005","$301,010",13.8%,"$1,872,995",86.2%
251,Sur le seuil,"$2,014,071","$2,014,071",100%,-,-
252,Red Nose,"$2,004,814","$2,004,814",100%,-,-
253,Wilbur Wants to Kill Himself,"$1,873,482","$235,294",12.6%,"$1,638,188",87.4%
254,The Legend of Johnny Lingo,"$1,690,767","$1,690,767",100%,-,-
255,"The Book of Mormon Movie, Volume 1: The Journey","$1,680,020","$1,680,020",100%,-,-
256,Marci X,"$1,675,706","$1,648,818",98.4%,"$26,888",1.6%
257,Since Otar Left,"$1,634,307","$350,391",21.4%,"$1,283,916",78.6%
258,Northfork,"$1,599,804","$1,420,578",88.8%,"$179,226",11.2%
259,Hope Springs,"$1,567,189",-,-,"$1,567,189",100%
260,Out of Control,"$1,553,195","$36,486",2.3%,"$1,516,709",97.7%
261,The Gathering,"$1,346,475",-,-,"$1,346,475",100%
262,Darna Mana Hai,"$1,335,493","$132,348",9.9%,"$1,203,145",90.1%
263,Noi the Albino,"$1,317,132","$60,555",4.6%,"$1,256,577",95.4%
264,Kontroll,"$1,277,800","$237,183",18.6%,"$1,040,617",81.4%
265,City of Ghosts,"$1,277,187","$357,197",28%,"$919,990",72%
266,Bubba Ho-Tep,"$1,239,183","$1,239,183",100%,-,-
267,Alexandra's Project,"$1,217,812","$752,148",61.8%,"$465,664",38.2%
268,Owning Mahowny,"$1,176,302","$1,011,871",86%,"$164,431",14%
269,Jet Lag 2003 Re-release,"$1,112,018","$544,964",49%,"$567,054",51%
270,The R.M.,"$1,111,615","$1,111,615",100%,-,-
271,Snowboarder,"$1,090,565","$27,732",2.5%,"$1,062,833",97.5%
272,The Statement,"$1,079,822","$765,637",70.9%,"$314,185",29.1%
273,A Tale of Two Sisters,"$1,045,252","$72,541",6.9%,"$972,711",93.1%
274,Pinjar,"$1,022,336","$66,290",6.5%,"$956,046",93.5%
275,Assassination Tango,"$1,013,272","$1,013,272",100%,-,-
276,Valentin 2003 Re-release,"$1,002,172","$275,968",27.5%,"$726,204",72.5%
277,Who Killed Bambi?,"$973,173","$14,532",1.5%,"$958,641",98.5%
278,Memories of Murder,"$894,521","$15,357",1.7%,"$879,164",98.3%
279,Gaz Bar Blues,"$884,664","$884,664",100%,-,-
280,The Other Side of the Bed 2003 Re-release,"$866,250","$113,543",13.1%,"$752,707",86.9%
281,The Shape of Things,"$826,617","$735,992",89%,"$90,625",11%
282,Party Monster,"$782,606","$742,898",94.9%,"$39,708",5.1%
283,Foolproof,"$779,036","$458,990",58.9%,"$320,046",41.1%
284,Broken Wings,"$760,318","$421,454",55.4%,"$338,864",44.6%
285,Uzak,"$757,008","$96,293",12.7%,"$660,715",87.3%
286,Scarface 2003 Re-release,"$739,905","$739,905",100%,-,-
287,Levity,"$723,040","$209,695",29%,"$513,345",71%
288,Spun,"$685,608","$411,119",60%,"$274,489",40%
289,The Inheritance 2003 Re-release,"$642,318","$68,215",10.6%,"$574,103",89.4%
290,Beautiful Boxer,"$638,317","$133,920",21%,"$504,397",79%
291,LOC: Kargil,"$621,103","$621,103",100%,-,-
292,The Butterfly 2003 Re-release,"$616,355","$38,438",6.2%,"$577,917",93.8%
293,Blue Collar Comedy Tour: The Movie,"$604,856","$604,856",100%,-,-
294,The Holy Land,"$603,520","$603,520",100%,-,-
295,A Talking Picture,"$601,815","$20,237",3.4%,"$581,578",96.6%
296,The Piano Player,"$585,604","$585,604",100%,-,-
297,All the Real Girls,"$579,986","$549,666",94.8%,"$30,320",5.2%
298,Tibet: Cry of the Snow Lion,"$578,241","$578,241",100%,-,-
299,Blizzard,"$576,320","$504,600",87.6%,"$71,720",12.4%
300,The Weather Underground,"$564,632","$564,632",100%,-,-
301,Poolhall Junkies,"$563,711","$563,711",100%,-,-
302,Masked and Anonymous,"$546,106","$533,569",97.7%,"$12,537",2.3%
303,Passionada,"$540,833","$540,833",100%,-,-
304,Lawless Heart,"$539,596","$330,067",61.2%,"$209,529",38.8%
305,Evil,"$528,245","$15,530",2.9%,"$512,715",97.1%
306,Dil Ka Rishta,"$526,571","$352,128",66.9%,"$174,443",33.1%
307,Casa de los babys,"$525,715","$478,031",90.9%,"$47,684",9.1%
308,The Cremaster Cycle,"$522,029","$514,622",98.6%,"$7,407",1.4%
309,Hawayein,"$521,260","$409,978",78.7%,"$111,282",21.3%
310,Time of the Wolf,"$499,149","$61,439",12.3%,"$437,710",87.7%
311,Blue Car,"$476,551","$465,310",97.6%,"$11,241",2.4%
312,Reconstruction,"$471,107","$73,516",15.6%,"$397,591",84.4%
313,The Legend of Suriyothai,"$458,564","$454,736",99.2%,"$3,828",0.8%
314,Lockdown,"$449,482","$449,482",100%,-,-
315,Modern Times 2003 Re-release,"$443,427","$163,577",36.9%,"$279,850",63.1%
316,It's All About Love,"$443,400","$6,140",1.4%,"$437,260",98.6%
317,Dorm Daze,"$436,365","$56,127",12.9%,"$380,238",87.1%
318,The Singing Detective,"$435,625","$337,174",77.4%,"$98,451",22.6%
319,Amandla! A Revolution in Four Part Harmony,"$418,941","$405,331",96.8%,"$13,610",3.2%
320,Imagining Argentina,"$383,106","$8,899",2.3%,"$374,207",97.7%
321,Blind Spot. Hitler's Secretary,"$378,382","$378,382",100%,-,-
322,Pride and Prejudice,"$377,271","$377,271",100%,-,-
323,Annie Brocoli dans les fonds marins,"$374,360","$374,360",100%,-,-
324,The Animation Show,"$366,344","$366,344",100%,-,-
325,Scorched,"$363,057","$8,000",2.2%,"$355,057",97.8%
326,How My Mother Gave Birth to Me During Menopause,"$353,275","$353,275",100%,-,-
327,Yossi & Jagger,"$351,707","$267,005",75.9%,"$84,702",24.1%
328,Billabong Odyssey,"$345,708","$156,000",45.1%,"$189,708",54.9%
329,In This World,"$322,097","$84,299",26.2%,"$237,798",73.8%
330,"Die, Mommie, Die!","$320,092","$320,092",100%,-,-
331,The Gatekeeper,"$312,434","$312,434",100%,-,-
332,The Trip,"$306,567","$306,567",100%,-,-
333,Khushi,"$305,205","$305,205",100%,-,-
334,Bonhoeffer,"$296,181","$296,181",100%,-,-
335,The Heart of Me,"$282,519","$196,067",69.4%,"$86,452",30.6%
336,The Battle of Shaker Heights,"$280,351","$280,351",100%,-,-
337,Stander,"$272,791","$31,651",11.6%,"$241,140",88.4%
338,Raja,"$262,643","$13,000",4.9%,"$249,643",95.1%
339,Stone Reader,"$260,523","$260,523",100%,-,-
