Rank,Release Group,Worldwide,Domestic,%,Foreign,%
113,Magnificent Desolation: Walking on the Moon 3D,"$40,339,402","$34,137,524",84.6%,"$6,201,878",15.4%
114,Dreamer: Inspired by a True Story,"$38,741,732","$32,751,093",84.5%,"$5,990,639",15.5%
115,The Producers,"$38,075,318","$19,398,532",50.9%,"$18,676,786",49.1%
116,Casanova,"$37,691,644","$11,304,403",30%,"$26,387,241",70%
117,Beauty Shop,"$37,245,453","$36,351,350",97.6%,"$894,103",2.4%
118,Assault on Precinct 13,"$35,294,470","$20,040,895",56.8%,"$15,253,575",43.2%
119,Wild Safari - A South African Adventure,"$34,257,135","$16,621,530",48.5%,"$17,635,605",51.5%
120,Bad News Bears,"$34,252,847","$32,868,349",96%,"$1,384,498",4%
121,Because of Winn-Dixie,"$33,589,427","$32,647,042",97.2%,"$942,385",2.8%
122,The Cave,"$33,296,457","$15,007,991",45.1%,"$18,288,466",54.9%
123,Cry Wolf,"$32,586,408","$10,047,674",30.8%,"$22,538,734",69.2%
124,Rent,"$31,670,620","$29,077,547",91.8%,"$2,593,073",8.2%
125,The New World 2005 Re-release,"$31,510,855","$12,712,093",40.3%,"$18,798,762",59.7%
126,The Promise,"$30,925,693","$669,625",2.2%,"$30,256,068",97.8%
127,Wolf Creek,"$30,762,648","$16,188,180",52.6%,"$14,574,468",47.4%
128,Two for the Money,"$30,526,509","$22,991,379",75.3%,"$7,535,130",24.7%
129,Cursed,"$29,621,722","$19,297,522",65.1%,"$10,324,200",34.9%
130,The Upside of Anger,"$28,237,488","$18,761,993",66.4%,"$9,475,495",33.6%
131,Mrs Henderson Presents,"$27,876,417","$11,036,366",39.6%,"$16,840,051",60.4%
132,Ice Princess,"$27,645,491","$24,402,491",88.3%,"$3,243,000",11.7%
133,Goal! The Dream Begins,"$27,610,873","$4,283,255",15.5%,"$23,327,618",84.5%
134,The Protector,"$27,165,581","$12,044,087",44.3%,"$15,121,494",55.7%
135,Doogal,"$26,711,924","$7,438,000",27.8%,"$19,273,924",72.2%
136,Typhoon,"$26,179,656","$139,059",0.5%,"$26,040,597",99.5%
137,The Tiger and the Snow,"$25,460,023","$10,167",<0.1%,"$25,449,856",100%
138,North Country,"$25,211,175","$18,337,722",72.7%,"$6,873,453",27.3%
139,Lady Vengeance,"$23,834,149","$211,667",0.9%,"$23,622,482",99.1%
140,Russian Dolls,"$23,727,301","$326,095",1.4%,"$23,401,206",98.6%
141,Hustle & Flow,"$23,563,727","$22,202,809",94.2%,"$1,360,918",5.8%
142,Domino,"$22,944,502","$10,169,202",44.3%,"$12,775,300",55.7%
143,Man of the House,"$21,577,624","$19,699,706",91.3%,"$1,877,918",8.7%
144,The Jacket,"$21,126,225","$6,303,762",29.8%,"$14,822,463",70.2%
145,The Devil's Rejects,"$20,901,859","$17,044,981",81.5%,"$3,856,878",18.5%
146,The Perfect Man,"$19,770,475","$16,535,005",83.6%,"$3,235,470",16.4%
147,The Weather Man,"$19,126,398","$12,482,775",65.3%,"$6,643,623",34.7%
148,Waiting...,"$18,637,690","$16,124,543",86.5%,"$2,513,147",13.5%
149,An Unfinished Life,"$18,618,284","$8,586,392",46.1%,"$10,031,892",53.9%
150,Keeping Mum,"$18,575,768","$1,619,466",8.7%,"$16,956,302",91.3%
151,The World's Fastest Indian,"$18,297,690","$5,128,124",28%,"$13,169,566",72%
152,Night Watch 2005 Re-release,"$17,939,389","$1,502,188",8.4%,"$16,437,201",91.6%
153,Joyeux Noel,"$17,709,155","$1,054,361",6%,"$16,654,794",94%
154,Roll Bounce,"$17,500,866","$17,380,866",99.3%,"$120,000",0.7%
155,Rebound,"$17,492,014","$16,809,014",96.1%,"$683,000",3.9%
156,The Matador,"$17,347,231","$12,594,698",72.6%,"$4,752,533",27.4%
157,Caché,"$16,197,824","$3,647,381",22.5%,"$12,550,443",77.5%
158,The Great Yokai War,"$15,787,492",-,-,"$15,787,492",100%
159,Kiss Kiss Bang Bang,"$15,785,148","$4,243,756",26.9%,"$11,541,392",73.1%
160,The Gospel,"$15,778,152","$15,778,152",100%,-,-
161,The Greatest Game Ever Played,"$15,431,177","$15,337,393",99.4%,"$93,784",0.6%
162,Transamerica,"$15,151,744","$9,015,303",59.5%,"$6,136,441",40.5%
163,Proof,"$14,189,860","$7,535,331",53.1%,"$6,654,529",46.9%
164,The Man,"$13,485,145","$8,330,720",61.8%,"$5,154,425",38.2%
165,Lords of Dogtown,"$13,411,957","$11,273,517",84.1%,"$2,138,440",15.9%
166,The Honeymooners,"$13,183,426","$12,843,849",97.4%,"$339,577",2.6%
167,Aliens of the Deep,"$12,770,637","$8,968,684",70.2%,"$3,801,953",29.8%
168,My Big Fat Independent Movie,"$12,155,249","$4,655",<0.1%,"$12,150,594",100%
169,Three Burials,"$12,045,362","$5,027,684",41.7%,"$7,017,678",58.3%
170,The Polar Express 2005 IMAX Release,"$11,910,480","$10,900,597",91.5%,"$1,009,883",8.5%
171,Millions,"$11,782,282","$6,584,159",55.9%,"$5,198,123",44.1%
172,Shopgirl,"$11,675,161","$10,284,523",88.1%,"$1,390,638",11.9%
173,A Sound of Thunder,"$11,665,465","$1,900,451",16.3%,"$9,765,014",83.7%
174,The Squid and the Whale,"$11,098,131","$7,372,734",66.4%,"$3,725,397",33.6%
175,The Beat That My Heart Skipped,"$10,988,397","$1,023,424",9.3%,"$9,964,973",90.7%
176,The Libertine,"$10,852,064","$4,835,065",44.6%,"$6,016,999",55.4%
177,Sophie Scholl: The Final Days,"$10,804,315","$680,331",6.3%,"$10,123,984",93.7%
178,The Great Raid,"$10,769,311","$10,167,373",94.4%,"$601,938",5.6%
179,Alone in the Dark,"$10,442,808","$5,178,569",49.6%,"$5,264,239",50.4%
180,In the Mix,"$10,223,896","$10,223,896",100%,-,-
181,The Ice Harvest,"$10,156,968","$9,016,782",88.8%,"$1,140,186",11.2%
182,Angel-A,"$9,995,168","$202,647",2%,"$9,792,521",98%
183,Kinky Boots,"$9,950,133","$1,822,428",18.3%,"$8,127,705",81.7%
184,Tsotsi,"$9,891,303","$2,912,606",29.4%,"$6,978,697",70.6%
185,Private,"$9,595,697","$15,811",0.2%,"$9,579,886",99.8%
186,Salaam Namaste,"$9,289,939","$1,413,283",15.2%,"$7,876,656",84.8%
187,Mad Hot Ballroom,"$9,079,042","$8,117,961",89.4%,"$961,081",10.6%
188,La mujer de mi hermano,"$8,492,178","$2,808,241",33.1%,"$5,683,937",66.9%
189,Stay,"$8,483,797","$3,626,883",42.8%,"$4,856,914",57.2%
190,Princesas,"$8,446,185","$29,472",0.3%,"$8,416,713",99.7%
191,Go for Zucker,"$8,394,115","$87,490",1%,"$8,306,625",99%
192,Mangal Pandey: The Rising,"$8,142,076","$954,108",11.7%,"$7,187,968",88.3%
193,Me and You and Everyone We Know,"$8,012,838","$3,885,134",48.5%,"$4,127,704",51.5%
194,Innocent Voices,"$7,015,131","$837,878",11.9%,"$6,177,253",88.1%
195,A Good Woman,"$6,878,433","$238,609",3.5%,"$6,639,824",96.5%
196,Bee Season,"$6,856,989","$1,180,560",17.2%,"$5,676,429",82.8%
197,The Aristocrats,"$6,809,089","$6,377,461",93.7%,"$431,628",6.3%
198,Fragile,"$6,680,926",-,-,"$6,680,926",100%
199,Lassie,"$6,442,854","$652,163",10.1%,"$5,790,691",89.9%
200,The Secret Life of Words,"$6,410,058","$20,678",0.3%,"$6,389,380",99.7%
201,The Chorus 2005 Re-release,"$6,353,810","$1,548,036",24.4%,"$4,805,774",75.6%
202,Happily Ever After,"$6,204,504","$252,379",4.1%,"$5,952,125",95.9%
203,Don't Tell,"$5,923,415","$29,015",0.5%,"$5,894,400",99.5%
204,Underclassman,"$5,879,555","$5,655,459",96.2%,"$224,096",3.8%
205,The Child,"$5,507,396","$651,941",11.8%,"$4,855,455",88.2%
206,The Proposition,"$5,048,693","$1,903,434",37.7%,"$3,145,259",62.3%
207,Into Great Silence,"$4,857,107","$790,452",16.3%,"$4,066,655",83.7%
208,Enron: The Smartest Guys in the Room,"$4,854,164","$4,071,700",83.9%,"$782,464",16.1%
209,Water,"$4,842,898","$2,250,329",46.5%,"$2,592,569",53.5%
210,Don't Come Knocking,"$4,663,501","$440,793",9.5%,"$4,222,708",90.5%
211,Rize,"$4,646,889","$3,336,391",71.8%,"$1,310,498",28.2%
212,King's Ransom,"$4,143,652","$4,008,527",96.7%,"$135,125",3.3%
213,Edison,"$4,143,414",-,-,"$4,143,414",100%
214,The White Countess,"$4,092,682","$1,669,971",40.8%,"$2,422,711",59.2%
215,Grizzly Man,"$4,061,305","$3,178,403",78.3%,"$882,902",21.7%
216,Le petit lieutenant,"$3,984,265","$216,724",5.4%,"$3,767,541",94.6%
217,Breakfast on Pluto,"$3,942,254","$828,699",21%,"$3,113,555",79%
218,Mrs. Palfrey at the Claremont,"$3,919,275","$1,720,953",43.9%,"$2,198,322",56.1%
219,Green Street Hooligans,"$3,814,717","$346,830",9.1%,"$3,467,887",90.9%
220,Before the Fall,"$3,764,219","$144,254",3.8%,"$3,619,965",96.2%
221,Everything Is Illuminated,"$3,601,974","$1,712,337",47.5%,"$1,889,637",52.5%
222,Lemming,"$3,580,017","$81,698",2.3%,"$3,498,319",97.7%
223,Paradise Now,"$3,579,902","$1,457,843",40.7%,"$2,122,059",59.3%
224,Where the Truth Lies,"$3,487,678","$872,142",25%,"$2,615,536",75%
225,The Method,"$3,470,651","$7,017",0.2%,"$3,463,634",99.8%
226,The Long Weekend,"$3,467,374","$1,286",<0.1%,"$3,466,088",100%
227,Separate Lies,"$3,452,023","$924,260",26.8%,"$2,527,763",73.2%
228,The Cave of the Yellow Dog,"$3,417,511","$141,803",4.1%,"$3,275,708",95.9%
229,Junebug,"$3,399,228","$2,678,691",78.8%,"$720,537",21.2%
230,Bunty Aur Babli,"$3,370,142","$942,756",28%,"$2,427,386",72%
231,Supercross,"$3,344,431","$3,102,550",92.8%,"$241,881",7.2%
232,Bluff Master,"$3,289,047","$722,847",22%,"$2,566,200",78%
233,Little Fish,"$3,248,506","$8,148",0.3%,"$3,240,358",99.7%
234,Queens,"$3,245,067","$140,417",4.3%,"$3,104,650",95.7%
235,The Wild Parrots of Telegraph Hill,"$3,218,709","$3,058,527",95%,"$160,182",5%
236,La moustache,"$3,044,771","$244,771",8%,"$2,800,000",92%
237,G,"$3,020,784","$3,020,784",100%,-,-
238,Elsa & Fred,"$2,985,837","$189,024",6.3%,"$2,796,813",93.7%
239,Darwin's Nightmare,"$2,981,713","$203,746",6.8%,"$2,777,967",93.2%
240,Time to Leave,"$2,893,462","$117,686",4.1%,"$2,775,776",95.9%
241,Gabrielle,"$2,775,311","$332,829",12%,"$2,442,482",88%
242,Factotum,"$2,708,087","$808,221",29.8%,"$1,899,866",70.2%
243,Fateless,"$2,512,009","$196,857",7.8%,"$2,315,152",92.2%
244,Look Both Ways,"$2,490,011","$105,067",4.2%,"$2,384,944",95.8%
245,Last Days,"$2,456,454","$463,080",18.9%,"$1,993,374",81.1%
246,Côte d'Azur,"$2,447,211","$141,039",5.8%,"$2,306,172",94.2%
247,Adam's Apples,"$2,421,577","$1,305",<0.1%,"$2,420,272",99.9%
248,Paheli,"$2,415,975","$1,409,499",58.3%,"$1,006,476",41.7%
249,Waqt: The Race Against Time,"$2,395,616","$815,064",34%,"$1,580,552",66%
250,Thumbsucker,"$2,138,742","$1,328,679",62.1%,"$810,063",37.9%
251,Garam Masala,"$2,091,698","$1,007,943",48.2%,"$1,083,755",51.8%
252,Viruddh... Family Comes First,"$2,048,588","$327,615",16%,"$1,720,973",84%
253,The Work and the Glory II: American Zion,"$2,025,032","$2,025,032",100%,-,-
254,Secuestro express,"$1,898,606","$307,208",16.2%,"$1,591,398",83.8%
255,The Aura,"$1,805,261","$58,804",3.3%,"$1,746,457",96.7%
256,Oyster Farmer,"$1,801,199","$15,456",0.9%,"$1,785,743",99.1%
257,Murderball,"$1,750,211","$1,531,154",87.5%,"$219,057",12.5%
258,State Property: Blood on the Streets,"$1,691,706","$1,691,706",100%,-,-
259,El vacilón: The Movie,"$1,690,929","$1,291,951",76.4%,"$398,978",23.6%
260,Happy Endings,"$1,673,288","$1,315,701",78.6%,"$357,587",21.4%
261,Dear Frankie,"$1,656,829","$18,025",1.1%,"$1,638,804",98.9%
262,Asylum,"$1,644,363","$375,403",22.8%,"$1,268,960",77.2%
263,It's All Gone Pete Tong,"$1,591,879","$120,620",7.6%,"$1,471,259",92.4%
264,Nine Lives,"$1,591,523","$478,830",30.1%,"$1,112,693",69.9%
265,Ushpizin,"$1,565,016","$1,400,666",89.5%,"$164,350",10.5%
266,Parineeta,"$1,558,018","$802,758",51.5%,"$755,260",48.5%
267,Mysterious Skin,"$1,524,966","$713,240",46.8%,"$811,726",53.2%
268,The Syrian Bride,"$1,522,967","$380,505",25%,"$1,142,462",75%
269,Bombón: El Perro,"$1,412,753","$19,791",1.4%,"$1,392,962",98.6%
270,Saint Ralph,"$1,410,952","$489,389",34.7%,"$921,563",65.3%
271,Sarah Silverman: Jesus Is Magic,"$1,333,799","$1,324,339",99.3%,"$9,460",0.7%
272,Ballets Russes,"$1,331,363","$815,848",61.3%,"$515,515",38.7%
273,Off the Map,"$1,319,492","$1,317,167",99.8%,"$2,325",0.2%
274,Heights,"$1,306,281","$1,160,817",88.9%,"$145,464",11.1%
275,Black 2005 Re-release,"$1,263,200","$754,819",59.8%,"$508,381",40.2%
276,Bewafaa,"$1,258,036","$670,076",53.3%,"$587,960",46.7%
277,Saving Face,"$1,236,518","$1,187,266",96%,"$49,252",4%
278,Santa vs. the Snowman 3D 2005 Re-release,"$1,222,538","$1,222,538",100%,-,-
279,No Entry,"$1,197,530","$678,000",56.6%,"$519,530",43.4%
280,Indigo,"$1,190,000","$1,190,000",100%,-,-
281,Little Manhattan,"$1,172,444","$385,373",32.9%,"$787,071",67.1%
282,Man-Thing,"$1,123,136",-,-,"$1,123,136",100%
283,Undiscovered,"$1,082,784","$1,069,318",98.8%,"$13,466",1.2%
284,Turtles Can Fly,"$1,075,553","$258,578",24%,"$816,975",76%
285,On a Clear Day,"$1,017,257","$191,033",18.8%,"$826,224",81.2%
286,Duma,"$994,790","$870,067",87.5%,"$124,723",12.5%
287,First Descent,"$988,368","$750,805",76%,"$237,563",24%
288,The Ballad of Jack and Rose,"$916,051","$712,275",77.8%,"$203,776",22.2%
289,Lucky: No Time for Love,"$891,789","$453,507",50.9%,"$438,282",49.1%
290,Venom,"$881,779","$881,779",100%,-,-
291,Mirrormask,"$866,999","$866,999",100%,-,-
292,Mary,"$827,179",-,-,"$827,179",100%
293,The Thing About My Folks,"$823,337","$816,403",99.2%,"$6,934",0.8%
294,The Passenger 2005 Re-release,"$751,607","$620,155",82.5%,"$131,452",17.5%
295,Cronicas,"$749,607","$300,322",40.1%,"$449,285",59.9%
296,C.S.A.: The Confederate States of America,"$744,165","$672,156",90.3%,"$72,009",9.7%
297,Inside Deep Throat,"$709,832","$691,880",97.5%,"$17,952",2.5%
298,Kaal,"$709,777","$345,091",48.6%,"$364,686",51.4%
299,Palindromes,"$707,269","$553,368",78.2%,"$153,901",21.8%
300,Crossing the Bridge: The Sound of Istanbul,"$704,094","$70,685",10%,"$633,409",90%
301,Deewane Huye Paagal,"$695,849","$364,357",52.4%,"$331,492",47.6%
302,"The Prize Winner of Defiance, Ohio","$689,028","$627,844",91.1%,"$61,184",8.9%
303,Manderlay,"$674,918","$78,378",11.6%,"$596,540",88.4%
304,Balzac and the Little Chinese Seamstress 2005 Re-release,"$666,327","$666,327",100%,-,-
305,Yes,"$661,946","$396,760",59.9%,"$265,186",40.1%
306,Dust to Glory,"$640,013","$640,013",100%,-,-
307,Gunner Palace,"$607,844","$607,844",100%,-,-
308,Dear Wendy,"$607,229","$23,106",3.8%,"$584,123",96.2%
309,Three Times,"$581,875","$151,922",26.1%,"$429,953",73.9%
310,The Passion of the Christ Recut Release,"$567,692","$508,326",89.5%,"$59,366",10.5%
311,Tony Takitani,"$556,268","$129,783",23.3%,"$426,485",76.7%
312,Lila Says,"$537,871","$121,365",22.6%,"$416,506",77.4%
313,Kids in America,"$537,667","$537,667",100%,-,-
314,Pretty Persuasion,"$537,126","$305,800",56.9%,"$231,326",43.1%
315,Madison,"$517,262","$517,262",100%,-,-
316,Shaadi No. 1,"$502,389","$336,772",67%,"$165,617",33%
317,Kisna: The Warrior Poet,"$485,613","$147,000",30.3%,"$338,613",69.7%
318,The Memory of a Killer 2005 Re-release,"$458,042","$333,707",72.9%,"$124,335",27.1%
319,The Beautiful Country 2005 Re-release,"$442,813","$442,813",100%,-,-
320,The Wayward Cloud,"$435,251",-,-,"$435,251",100%
321,Little Jerusalem,"$431,623","$53,580",12.4%,"$378,043",87.6%
322,Free Zone,"$410,392","$32,381",7.9%,"$378,011",92.1%
323,Mobsters and Mormons,"$409,604","$409,604",100%,-,-
324,A Wake in Providence,"$403,069","$403,069",100%,-,-
325,Keane,"$394,390","$33,256",8.4%,"$361,134",91.6%
326,House of D,"$389,199","$388,532",99.8%,$667,0.2%
327,The Game of Their Lives,"$388,998","$375,750",96.6%,"$13,248",3.4%
328,Havoc,"$371,000",-,-,"$371,000",100%
329,The Big White,"$367,241",-,-,"$367,241",100%
330,The Chumscrubber,"$351,401","$52,597",15%,"$298,804",85%
331,The Dying Gaul,"$345,041","$342,747",99.3%,"$2,294",0.7%
332,Winter Solstice,"$337,617","$319,355",94.6%,"$18,262",5.4%
333,The Boys of Baraka,"$323,860","$323,860",100%,-,-
334,Neal 'N' Nikki,"$318,860","$111,551",35%,"$207,309",65%
335,The Aryan Couple,"$316,527","$290,211",91.7%,"$26,316",8.3%
336,Elevator to the Gallows,"$314,387","$263,404",83.8%,"$50,983",16.2%
337,Dot the I,"$307,486","$307,486",100%,-,-
338,Christmas in the Clouds,"$279,225","$279,225",100%,-,-
339,Ek Ajnabee,"$273,364","$213,143",78%,"$60,221",22%
340,My Date with Drew,"$262,770","$181,041",68.9%,"$81,729",31.1%
